experiment,input_key,model_type,preset,n_samples,n_features,effective_n_features,n_cv_fits,device,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,precision_mean,precision_std,recall_sensitivity_mean,recall_sensitivity_std,specificity_mean,specificity_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,n_parameters_mean,n_parameters_std,pooled_accuracy,pooled_balanced_accuracy,pooled_roc_auc,pooled_pr_auc,pooled_f1,pooled_precision,pooled_recall_sensitivity,pooled_specificity,pooled_tp,pooled_fp,pooled_tn,pooled_fn
siamese_mlp_t0_t1_wide,t0_t1_pair,siamese_mlp,tuned_small,301,4000,2000,15,mps,0.6677231329690346,0.10933561028069848,0.6565636118267697,0.09135225789248688,0.701048951048951,0.08790950476217509,0.6167787736483237,0.12199780359922911,0.5795574182829172,0.101326569857267,0.5690225833598846,0.13826106568901533,0.6151515151515151,0.12372927499485185,0.6979757085020243,0.18253983921020622,5.333333333333333,1.8387366263150309,0.7842806021372477,0.0999706786877767,276897.0,0.0,0.6677740863787376,0.6566158971918135,0.7037548257443547,0.6060856129518898,0.5750708215297451,0.5398936170212766,0.6151515151515151,0.6980802792321117,203,173,400,127
