experiment,input_key,model_type,accuracy,balanced_accuracy,roc_auc,pr_auc,f1,precision,recall_sensitivity,specificity,tp,fp,tn,fn,fold,best_epoch,best_val_loss,n_parameters
siamese_mlp_t0_t1_wide,t0_t1_pair,siamese_mlp,0.7704918032786885,0.7313519813519813,0.8298368298368298,0.7653757335367217,0.65,0.7222222222222222,0.5909090909090909,0.8717948717948718,13,5,34,9,1,8,0.5594087839126587,276897
siamese_mlp_t0_t1_wide,t0_t1_pair,siamese_mlp,0.5666666666666667,0.5813397129186603,0.6555023923444976,0.5851685923362634,0.5185185185185185,0.4375,0.6363636363636364,0.5263157894736842,14,18,20,8,2,3,0.860589325428009,276897
siamese_mlp_t0_t1_wide,t0_t1_pair,siamese_mlp,0.65,0.6088516746411483,0.6040669856459331,0.4858003591244186,0.4878048780487805,0.5263157894736842,0.45454545454545453,0.7631578947368421,10,9,29,12,3,3,0.8749964833259583,276897
siamese_mlp_t0_t1_wide,t0_t1_pair,siamese_mlp,0.6833333333333333,0.6543062200956937,0.6411483253588517,0.5735256212033067,0.5581395348837209,0.5714285714285714,0.5454545454545454,0.7631578947368421,12,9,29,10,4,6,0.8316677212715149,276897
siamese_mlp_t0_t1_wide,t0_t1_pair,siamese_mlp,0.7666666666666667,0.729665071770335,0.7511961722488039,0.752067594188427,0.65,0.7222222222222222,0.5909090909090909,0.868421052631579,13,5,33,9,5,7,0.7246523499488831,276897
siamese_mlp_t0_t1_wide,t0_t1_pair,siamese_mlp,0.5573770491803278,0.6043123543123543,0.677156177156177,0.5324670535070682,0.5573770491803278,0.4358974358974359,0.7727272727272727,0.4358974358974359,17,22,17,5,6,5,0.8740808367729187,276897
siamese_mlp_t0_t1_wide,t0_t1_pair,siamese_mlp,0.7833333333333333,0.7619617224880382,0.7691387559808611,0.7414028919499374,0.6976744186046512,0.7142857142857143,0.6818181818181818,0.8421052631578947,15,6,32,7,7,6,0.7942286729812622,276897
siamese_mlp_t0_t1_wide,t0_t1_pair,siamese_mlp,0.7333333333333333,0.7129186602870814,0.757177033492823,0.6515801282757067,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.7894736842105263,14,8,30,8,8,7,0.6962218880653381,276897
siamese_mlp_t0_t1_wide,t0_t1_pair,siamese_mlp,0.55,0.5107655502392345,0.611244019138756,0.47531494523517154,0.37209302325581395,0.38095238095238093,0.36363636363636365,0.6578947368421053,8,13,25,14,9,6,0.8473787903785706,276897
siamese_mlp_t0_t1_wide,t0_t1_pair,siamese_mlp,0.8,0.7751196172248804,0.777511961722488,0.7126889253083708,0.7142857142857143,0.75,0.6818181818181818,0.868421052631579,15,5,33,7,10,5,0.8293660283088684,276897
siamese_mlp_t0_t1_wide,t0_t1_pair,siamese_mlp,0.7213114754098361,0.6730769230769231,0.7132867132867133,0.6045621887365539,0.5641025641025641,0.6470588235294118,0.5,0.8461538461538461,11,6,33,11,11,7,0.7470173835754395,276897
siamese_mlp_t0_t1_wide,t0_t1_pair,siamese_mlp,0.5333333333333333,0.5358851674641147,0.547846889952153,0.40556489581805444,0.46153846153846156,0.4,0.5454545454545454,0.5263157894736842,12,18,20,10,12,3,0.8711466789245605,276897
siamese_mlp_t0_t1_wide,t0_t1_pair,siamese_mlp,0.8,0.7942583732057416,0.8588516746411483,0.8298398970477099,0.7391304347826086,0.7083333333333334,0.7727272727272727,0.8157894736842105,17,7,31,5,13,7,0.6117241978645325,276897
siamese_mlp_t0_t1_wide,t0_t1_pair,siamese_mlp,0.6166666666666667,0.6208133971291866,0.6590909090909092,0.5708594501940581,0.5490196078431373,0.4827586206896552,0.6363636363636364,0.6052631578947368,14,15,23,8,14,5,0.7652823328971863,276897
siamese_mlp_t0_t1_wide,t0_t1_pair,siamese_mlp,0.48333333333333334,0.5538277511961722,0.6626794258373206,0.5654633282630852,0.5373134328358209,0.4,0.8181818181818182,0.2894736842105263,18,27,11,4,15,2,0.8764475584030151,276897
