experiment,input_key,model_type,preset,n_samples,n_features,effective_n_features,n_cv_fits,device,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,precision_mean,precision_std,recall_sensitivity_mean,recall_sensitivity_std,specificity_mean,specificity_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,n_parameters_mean,n_parameters_std,pooled_accuracy,pooled_balanced_accuracy,pooled_roc_auc,pooled_pr_auc,pooled_f1,pooled_precision,pooled_recall_sensitivity,pooled_specificity,pooled_tp,pooled_fp,pooled_tn,pooled_fn
mlp_t1_only_narrow,t1_only,mlp,tuned_small,301,2000,2000,15,mps,0.7861748633879782,0.04214105878351711,0.7666053245000614,0.04917095987725583,0.8287367603157079,0.056005264775354516,0.7815739321064988,0.0745271550326308,0.7008609272566674,0.0628095423797809,0.7203554452129947,0.06346817560546802,0.6939393939393939,0.10928914168192116,0.8392712550607287,0.06378122047351203,8.066666666666666,2.520393015460278,0.6379638691743215,0.09793558523136292,528769.0,0.0,0.7862679955703211,0.7666904648580042,0.8304458194510551,0.7770868393980733,0.7035330261136713,0.7133956386292835,0.693939393939394,0.8394415357766143,229,92,481,101
