accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,precision_mean,precision_std,recall_sensitivity_mean,recall_sensitivity_std,specificity_mean,specificity_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,n_parameters_mean,n_parameters_std,pooled_accuracy,pooled_balanced_accuracy,pooled_roc_auc,pooled_pr_auc,pooled_f1,pooled_precision,pooled_recall_sensitivity,pooled_specificity,pooled_tp,pooled_fp,pooled_tn,pooled_fn,experiment,model_name,model_type,input_key,selection_metric,selected_outer_folds,n_candidates,n_outer_fits,n_samples,n_features,effective_n_features,n_cv_fits,estimated_total_model_fits
0.6508771929824562,0.14152858017166803,0.5842337164750957,0.1284743205961554,0.6658556832694764,0.15199581855547212,0.4999163139741932,0.14975737971612826,0.37590130161853585,0.17337973365455275,0.32901109783462723,0.17997168595785065,0.46111111111111114,0.18434664647619547,0.7073563218390805,0.17281769876108494,17.066666666666666,7.265050060457421,0.9183260560035705,0.1465091026367248,33729.0,13712.982795251262,0.6508771929824562,0.5824236671412751,0.6750338378245355,0.44558275944797826,0.3722397476340694,0.31382978723404253,0.4573643410852713,0.7074829931972789,59,129,312,70,chromosome_cnn_narrow,chromosome_cnn_narrow,chromosome_cnn,t0_t1_genome_pair,pr_auc,15,2,15,190,2000,2000,15,75
