experiment,feature_set,model,model_type,threshold_mode,k_best,pca_components,threshold,accuracy,balanced_accuracy,roc_auc,pr_auc,f1,precision,recall_sensitivity,specificity,tp,fp,tn,fn,fold
xgboost_raw_t0_only,t0_only,xgboost,raw,tuned_f1,,,0.45,0.6833333333333333,0.6734449760765551,0.6866028708133971,0.5975197670036348,0.5957446808510638,0.56,0.6363636363636364,0.7105263157894737,14,11,27,8,10
xgboost_raw_t0_only,t0_only,xgboost,raw,tuned_f1,,,0.45,0.6885245901639344,0.6672494172494172,0.6678321678321678,0.6357932094180022,0.5777777777777777,0.5652173913043478,0.5909090909090909,0.7435897435897436,13,10,29,9,11
xgboost_raw_t0_only,t0_only,xgboost,raw,tuned_f1,,,0.45,0.7166666666666667,0.6997607655502392,0.7069377990430622,0.6218150493870664,0.6222222222222222,0.6086956521739131,0.6363636363636364,0.7631578947368421,14,9,29,8,12
xgboost_raw_t0_only,t0_only,xgboost,raw,tuned_f1,,,0.45,0.6833333333333333,0.6638755980861244,0.6578947368421052,0.5666919863437311,0.5777777777777777,0.5652173913043478,0.5909090909090909,0.7368421052631579,13,10,28,9,13
xgboost_raw_t0_only,t0_only,xgboost,raw,tuned_f1,,,0.4,0.65,0.6566985645933014,0.6842105263157896,0.5982659741022992,0.5882352941176471,0.5172413793103449,0.6818181818181818,0.631578947368421,15,14,24,7,14
xgboost_raw_t0_only,t0_only,xgboost,raw,tuned_f1,,,0.275,0.5166666666666667,0.5897129186602871,0.680622009569378,0.6332298998314906,0.5671641791044776,0.4222222222222222,0.8636363636363636,0.3157894736842105,19,26,12,3,15
xgboost_raw_t1_only,t1_only,xgboost,raw,default_0.5,,,0.5,0.7868852459016393,0.7441724941724942,0.8135198135198134,0.7402993476643441,0.6666666666666666,0.7647058823529411,0.5909090909090909,0.8974358974358975,13,4,35,9,1
xgboost_raw_t1_only,t1_only,xgboost,raw,default_0.5,,,0.5,0.7,0.6770334928229665,0.7763157894736842,0.6800776655151701,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.7631578947368421,13,9,29,9,2
xgboost_raw_t1_only,t1_only,xgboost,raw,default_0.5,,,0.5,0.75,0.7260765550239234,0.7703349282296651,0.668662612352086,0.6511627906976745,0.6666666666666666,0.6363636363636364,0.8157894736842105,14,7,31,8,3
xgboost_raw_t1_only,t1_only,xgboost,raw,default_0.5,,,0.5,0.7333333333333333,0.69377990430622,0.8229665071770335,0.6986816334914443,0.6,0.6666666666666666,0.5454545454545454,0.8421052631578947,12,6,32,10,4
xgboost_raw_t1_only,t1_only,xgboost,raw,default_0.5,,,0.5,0.6333333333333333,0.5861244019138756,0.6638755980861244,0.5355178291165165,0.45,0.5,0.4090909090909091,0.7631578947368421,9,9,29,13,5
xgboost_raw_t1_only,t1_only,xgboost,raw,default_0.5,,,0.5,0.7049180327868853,0.6800699300699301,0.7564102564102564,0.6788785939094686,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.7692307692307693,13,9,30,9,6
xgboost_raw_t1_only,t1_only,xgboost,raw,default_0.5,,,0.5,0.6666666666666666,0.5933014354066986,0.7057416267942583,0.583056082971753,0.4117647058823529,0.5833333333333334,0.3181818181818182,0.868421052631579,7,5,33,15,7
xgboost_raw_t1_only,t1_only,xgboost,raw,default_0.5,,,0.5,0.65,0.5992822966507177,0.7404306220095693,0.6227726178843158,0.46153846153846156,0.5294117647058824,0.4090909090909091,0.7894736842105263,9,8,30,13,8
xgboost_raw_t1_only,t1_only,xgboost,raw,default_0.5,,,0.5,0.7666666666666667,0.7200956937799043,0.8265550239234449,0.7647863032328335,0.631578947368421,0.75,0.5454545454545454,0.8947368421052632,12,4,34,10,9
xgboost_raw_t1_only,t1_only,xgboost,raw,default_0.5,,,0.5,0.6333333333333333,0.5956937799043062,0.6961722488038278,0.596501645767804,0.47619047619047616,0.5,0.45454545454545453,0.7368421052631579,10,10,28,12,10
xgboost_raw_t1_only,t1_only,xgboost,raw,default_0.5,,,0.5,0.6721311475409836,0.6148018648018648,0.6946386946386947,0.5462213424948534,0.47368421052631576,0.5625,0.4090909090909091,0.8205128205128205,9,7,32,13,11
xgboost_raw_t1_only,t1_only,xgboost,raw,default_0.5,,,0.5,0.7,0.6770334928229665,0.7535885167464115,0.6733039384939876,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.7631578947368421,13,9,29,9,12
xgboost_raw_t1_only,t1_only,xgboost,raw,default_0.5,,,0.5,0.65,0.5992822966507177,0.7559808612440191,0.6212843023919895,0.46153846153846156,0.5294117647058824,0.4090909090909091,0.7894736842105263,9,8,30,13,13
xgboost_raw_t1_only,t1_only,xgboost,raw,default_0.5,,,0.5,0.6833333333333333,0.6255980861244019,0.69377990430622,0.6590327441600528,0.4864864864864865,0.6,0.4090909090909091,0.8421052631578947,9,6,32,13,14
xgboost_raw_t1_only,t1_only,xgboost,raw,default_0.5,,,0.5,0.7166666666666667,0.6519138755980861,0.7655502392344498,0.6876868624355066,0.5142857142857142,0.6923076923076923,0.4090909090909091,0.8947368421052632,9,4,34,13,15
xgboost_raw_t1_only,t1_only,xgboost,raw,tuned_f1,,,0.45,0.7704918032786885,0.770979020979021,0.8135198135198134,0.7402993476643441,0.7083333333333334,0.6538461538461539,0.7727272727272727,0.7692307692307693,17,9,30,5,1
xgboost_raw_t1_only,t1_only,xgboost,raw,tuned_f1,,,0.4,0.6833333333333333,0.7308612440191388,0.7763157894736842,0.6800776655151701,0.6779661016949152,0.5405405405405406,0.9090909090909091,0.5526315789473685,20,17,21,2,2
xgboost_raw_t1_only,t1_only,xgboost,raw,tuned_f1,,,0.45,0.7333333333333333,0.7320574162679425,0.7703349282296651,0.668662612352086,0.6666666666666666,0.6153846153846154,0.7272727272727273,0.7368421052631579,16,10,28,6,3
xgboost_raw_t1_only,t1_only,xgboost,raw,tuned_f1,,,0.35,0.7166666666666667,0.7667464114832536,0.8229665071770335,0.6986816334914443,0.711864406779661,0.5675675675675675,0.9545454545454546,0.5789473684210527,21,16,22,1,4
xgboost_raw_t1_only,t1_only,xgboost,raw,tuned_f1,,,0.25,0.5833333333333334,0.6614832535885168,0.6638755980861244,0.5355178291165165,0.6268656716417911,0.4666666666666667,0.9545454545454546,0.3684210526315789,21,24,14,1,5
xgboost_raw_t1_only,t1_only,xgboost,raw,tuned_f1,,,0.4,0.6721311475409836,0.703962703962704,0.7564102564102564,0.6788785939094686,0.6428571428571429,0.5294117647058824,0.8181818181818182,0.5897435897435898,18,16,23,4,6
xgboost_raw_t1_only,t1_only,xgboost,raw,tuned_f1,,,0.3,0.5666666666666667,0.638755980861244,0.7057416267942583,0.583056082971753,0.6060606060606061,0.45454545454545453,0.9090909090909091,0.3684210526315789,20,24,14,2,7
xgboost_raw_t1_only,t1_only,xgboost,raw,tuned_f1,,,0.4,0.65,0.6662679425837321,0.7404306220095693,0.6227726178843158,0.6037735849056604,0.5161290322580645,0.7272727272727273,0.6052631578947368,16,15,23,6,8
xgboost_raw_t1_only,t1_only,xgboost,raw,tuned_f1,,,0.4,0.7333333333333333,0.7416267942583732,0.8265550239234449,0.7647863032328335,0.68,0.6071428571428571,0.7727272727272727,0.7105263157894737,17,11,27,5,9
xgboost_raw_t1_only,t1_only,xgboost,raw,tuned_f1,,,0.275,0.6,0.6746411483253589,0.6961722488038278,0.596501645767804,0.6363636363636364,0.4772727272727273,0.9545454545454546,0.39473684210526316,21,23,15,1,10
xgboost_raw_t1_only,t1_only,xgboost,raw,tuned_f1,,,0.3,0.5737704918032787,0.6468531468531469,0.6946386946386947,0.5462213424948534,0.6060606060606061,0.45454545454545453,0.9090909090909091,0.38461538461538464,20,24,15,2,11
xgboost_raw_t1_only,t1_only,xgboost,raw,tuned_f1,,,0.4,0.6833333333333333,0.7212918660287082,0.7535885167464115,0.6733039384939876,0.6666666666666666,0.5428571428571428,0.8636363636363636,0.5789473684210527,19,16,22,3,12
xgboost_raw_t1_only,t1_only,xgboost,raw,tuned_f1,,,0.35,0.6166666666666667,0.6973684210526316,0.7559808612440191,0.6212843023919895,0.6567164179104478,0.4888888888888889,1.0,0.39473684210526316,22,23,15,0,13
xgboost_raw_t1_only,t1_only,xgboost,raw,tuned_f1,,,0.35,0.5333333333333333,0.6028708133971292,0.69377990430622,0.6590327441600528,0.5757575757575758,0.4318181818181818,0.8636363636363636,0.34210526315789475,19,25,13,3,14
xgboost_raw_t1_only,t1_only,xgboost,raw,tuned_f1,,,0.4,0.7,0.715311004784689,0.7655502392344498,0.6876868624355066,0.6538461538461539,0.5666666666666667,0.7727272727272727,0.6578947368421053,17,13,25,5,15
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.5901639344262295,0.5308857808857809,0.578088578088578,0.47170416863721426,0.358974358974359,0.4117647058823529,0.3181818181818182,0.7435897435897436,7,10,29,15,1
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.7,0.6578947368421053,0.7655502392344498,0.6321553256387675,0.55,0.6111111111111112,0.5,0.8157894736842105,11,7,31,11,2
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.55,0.4820574162679426,0.5574162679425838,0.432723075344004,0.2702702702702703,0.3333333333333333,0.22727272727272727,0.7368421052631579,5,10,28,17,3
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.55,0.47248803827751196,0.3971291866028708,0.38493881416228515,0.22857142857142856,0.3076923076923077,0.18181818181818182,0.7631578947368421,4,9,29,18,4
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.55,0.5203349282296651,0.5155502392344498,0.36023621644465426,0.4,0.391304347826087,0.4090909090909091,0.631578947368421,9,14,24,13,5
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.5573770491803278,0.49533799533799533,0.5198135198135199,0.39820945893372817,0.3076923076923077,0.35294117647058826,0.2727272727272727,0.717948717948718,6,11,28,16,6
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.65,0.5992822966507177,0.6423444976076556,0.5273160495959623,0.46153846153846156,0.5294117647058824,0.4090909090909091,0.7894736842105263,9,8,30,13,7
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.5833333333333334,0.5370813397129186,0.5669856459330143,0.4603772414774201,0.3902439024390244,0.42105263157894735,0.36363636363636365,0.7105263157894737,8,11,27,14,8
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.6,0.5311004784688995,0.5083732057416268,0.47865627462081894,0.3333333333333333,0.42857142857142855,0.2727272727272727,0.7894736842105263,6,8,30,16,9
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.7,0.6291866028708134,0.6997607655502392,0.5874704604415014,0.47058823529411764,0.6666666666666666,0.36363636363636365,0.8947368421052632,8,4,34,14,10
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.6557377049180327,0.5722610722610723,0.6083916083916084,0.4546249651868867,0.36363636363636365,0.5454545454545454,0.2727272727272727,0.8717948717948718,6,5,34,16,11
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.55,0.5011961722488039,0.5203349282296651,0.4021298995089241,0.34146341463414637,0.3684210526315789,0.3181818181818182,0.6842105263157895,7,12,26,15,12
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.6333333333333333,0.5669856459330144,0.6208133971291867,0.5003499230239973,0.3888888888888889,0.5,0.3181818181818182,0.8157894736842105,7,7,31,15,13
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.6166666666666667,0.5633971291866029,0.5909090909090909,0.45186957228909397,0.41025641025641024,0.47058823529411764,0.36363636363636365,0.7631578947368421,8,9,29,14,14
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.6666666666666666,0.6028708133971292,0.5837320574162679,0.4897745766344004,0.4444444444444444,0.5714285714285714,0.36363636363636365,0.8421052631578947,8,6,32,14,15
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.275,0.4426229508196721,0.5641025641025641,0.578088578088578,0.47170416863721426,0.5641025641025641,0.39285714285714285,1.0,0.1282051282051282,22,34,5,0,1
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.45,0.7333333333333333,0.722488038277512,0.7655502392344498,0.6321553256387675,0.6521739130434783,0.625,0.6818181818181818,0.7631578947368421,15,9,29,7,2
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.275,0.5166666666666667,0.6088516746411483,0.5574162679425838,0.432723075344004,0.5915492957746479,0.42857142857142855,0.9545454545454546,0.2631578947368421,21,28,10,1,3
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.15,0.4166666666666667,0.5394736842105263,0.3971291866028708,0.38493881416228515,0.5569620253164557,0.38596491228070173,1.0,0.07894736842105263,22,35,3,0,4
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.275,0.43333333333333335,0.5430622009569378,0.5155502392344498,0.36023621644465426,0.5526315789473685,0.3888888888888889,0.9545454545454546,0.13157894736842105,21,33,5,1,5
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.3,0.45901639344262296,0.5571095571095571,0.5198135198135199,0.39820945893372817,0.547945205479452,0.39215686274509803,0.9090909090909091,0.20512820512820512,20,31,8,2,6
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.275,0.45,0.5657894736842105,0.6423444976076556,0.5273160495959623,0.5714285714285714,0.4,1.0,0.13157894736842105,22,33,5,0,7
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.15,0.38333333333333336,0.5131578947368421,0.5669856459330143,0.4603772414774201,0.5432098765432098,0.3728813559322034,1.0,0.02631578947368421,22,37,1,0,8
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.175,0.4166666666666667,0.5299043062200957,0.5083732057416268,0.47865627462081894,0.5454545454545454,0.38181818181818183,0.9545454545454546,0.10526315789473684,21,34,4,1,9
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.3,0.5666666666666667,0.6483253588516746,0.6997607655502392,0.5874704604415014,0.6176470588235294,0.45652173913043476,0.9545454545454546,0.34210526315789475,21,25,13,1,10
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.225,0.4098360655737705,0.5384615384615384,0.6083916083916084,0.4546249651868867,0.55,0.3793103448275862,1.0,0.07692307692307693,22,36,3,0,11
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.25,0.43333333333333335,0.5430622009569378,0.5203349282296651,0.4021298995089241,0.5526315789473685,0.3888888888888889,0.9545454545454546,0.13157894736842105,21,33,5,1,12
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.3,0.48333333333333334,0.5825358851674641,0.6208133971291867,0.5003499230239973,0.5753424657534246,0.4117647058823529,0.9545454545454546,0.21052631578947367,21,30,8,1,13
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.3,0.5166666666666667,0.6088516746411483,0.5909090909090909,0.45186957228909397,0.5915492957746479,0.42857142857142855,0.9545454545454546,0.2631578947368421,21,28,10,1,14
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.225,0.45,0.5657894736842105,0.5837320574162679,0.4897745766344004,0.5714285714285714,0.4,1.0,0.13157894736842105,22,33,5,0,15
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.8032786885245902,0.7668997668997669,0.8403263403263403,0.7371186909238363,0.7,0.7777777777777778,0.6363636363636364,0.8974358974358975,14,4,35,8,1
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.65,0.5801435406698564,0.7212918660287082,0.6488200794779742,0.4,0.5384615384615384,0.3181818181818182,0.8421052631578947,7,6,32,15,2
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.6833333333333333,0.6255980861244019,0.7619617224880383,0.5808504265710746,0.4864864864864865,0.6,0.4090909090909091,0.8421052631578947,9,6,32,13,3
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.6666666666666666,0.6220095693779905,0.6674641148325359,0.5745386433648976,0.5,0.5555555555555556,0.45454545454545453,0.7894736842105263,10,8,30,12,4
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.6833333333333333,0.6160287081339713,0.7607655502392345,0.6465997447640075,0.45714285714285713,0.6153846153846154,0.36363636363636365,0.868421052631579,8,5,33,14,5
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.7213114754098361,0.682983682983683,0.7470862470862472,0.7193942369240958,0.5853658536585366,0.631578947368421,0.5454545454545454,0.8205128205128205,12,7,32,10,6
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.75,0.687799043062201,0.6913875598086124,0.6104010593341186,0.5714285714285714,0.7692307692307693,0.45454545454545453,0.9210526315789473,10,3,35,12,7
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.6666666666666666,0.6028708133971292,0.7404306220095693,0.6584450732339154,0.4444444444444444,0.5714285714285714,0.36363636363636365,0.8421052631578947,8,6,32,14,8
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.7666666666666667,0.7105263157894737,0.8397129186602871,0.7455945226419685,0.6111111111111112,0.7857142857142857,0.5,0.9210526315789473,11,3,35,11,9
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.6166666666666667,0.5825358851674641,0.708133971291866,0.6592180121178701,0.46511627906976744,0.47619047619047616,0.45454545454545453,0.7105263157894737,10,11,27,12,10
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.7049180327868853,0.6503496503496503,0.7004662004662005,0.6246128677433208,0.5263157894736842,0.625,0.45454545454545453,0.8461538461538461,10,6,33,12,11
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.6833333333333333,0.6447368421052632,0.764354066985646,0.5932993059741003,0.5365853658536586,0.5789473684210527,0.5,0.7894736842105263,11,8,30,11,12
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.6833333333333333,0.6255980861244019,0.6854066985645934,0.6299160103905792,0.4864864864864865,0.6,0.4090909090909091,0.8421052631578947,9,6,32,13,13
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.6833333333333333,0.6255980861244019,0.7069377990430622,0.6074691848903845,0.4864864864864865,0.6,0.4090909090909091,0.8421052631578947,9,6,32,13,14
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.7833333333333333,0.7141148325358851,0.7380382775119617,0.7270488816820764,0.6060606060606061,0.9090909090909091,0.45454545454545453,0.9736842105263158,10,1,37,12,15
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.5,0.8032786885245902,0.7668997668997669,0.8403263403263403,0.7371186909238363,0.7,0.7777777777777778,0.6363636363636364,0.8974358974358975,14,4,35,8,1
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.275,0.5333333333333333,0.631578947368421,0.7212918660287082,0.6488200794779742,0.6111111111111112,0.44,1.0,0.2631578947368421,22,28,10,0,2
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.4,0.6833333333333333,0.7117224880382775,0.7619617224880383,0.5808504265710746,0.6545454545454545,0.5454545454545454,0.8181818181818182,0.6052631578947368,18,15,23,4,3
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.35,0.5666666666666667,0.6100478468899522,0.6674641148325359,0.5745386433648976,0.5666666666666667,0.4473684210526316,0.7727272727272727,0.4473684210526316,17,21,17,5,4
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.35,0.65,0.7141148325358851,0.7607655502392345,0.6465997447640075,0.6666666666666666,0.5121951219512195,0.9545454545454546,0.47368421052631576,21,20,18,1,5
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.4,0.639344262295082,0.6684149184149184,0.7470862470862472,0.7193942369240958,0.6071428571428571,0.5,0.7727272727272727,0.5641025641025641,17,17,22,5,6
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.5,0.75,0.687799043062201,0.6913875598086124,0.6104010593341186,0.5714285714285714,0.7692307692307693,0.45454545454545453,0.9210526315789473,10,3,35,12,7
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.45,0.7333333333333333,0.7129186602870814,0.7404306220095693,0.6584450732339154,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.7894736842105263,14,8,30,8,8
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.35,0.75,0.7739234449760766,0.8397129186602871,0.7455945226419685,0.7169811320754716,0.6129032258064516,0.8636363636363636,0.6842105263157895,19,12,26,3,9
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.3,0.55,0.6255980861244019,0.708133971291866,0.6592180121178701,0.5970149253731343,0.4444444444444444,0.9090909090909091,0.34210526315789475,20,25,13,2,10
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.4,0.6557377049180327,0.6614219114219114,0.7004662004662005,0.6246128677433208,0.5882352941176471,0.5172413793103449,0.6818181818181818,0.6410256410256411,15,14,25,7,11
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.45,0.7333333333333333,0.7320574162679425,0.764354066985646,0.5932993059741003,0.6666666666666666,0.6153846153846154,0.7272727272727273,0.7368421052631579,16,10,28,6,12
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.4,0.6833333333333333,0.6830143540669856,0.6854066985645934,0.6299160103905792,0.6122448979591837,0.5555555555555556,0.6818181818181818,0.6842105263157895,15,12,26,7,13
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.4,0.65,0.6758373205741627,0.7069377990430622,0.6074691848903845,0.6181818181818182,0.5151515151515151,0.7727272727272727,0.5789473684210527,17,16,22,5,14
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.5,0.7833333333333333,0.7141148325358851,0.7380382775119617,0.7270488816820764,0.6060606060606061,0.9090909090909091,0.45454545454545453,0.9736842105263158,10,1,37,12,15
xgboost_raw_t0_delta,t0_delta,xgboost,raw,default_0.5,,,0.5,0.7049180327868853,0.6503496503496503,0.7610722610722611,0.6314450321226271,0.5263157894736842,0.625,0.45454545454545453,0.8461538461538461,10,6,33,12,1
xgboost_raw_t0_delta,t0_delta,xgboost,raw,default_0.5,,,0.5,0.65,0.6088516746411483,0.6722488038277512,0.5800923971160508,0.4878048780487805,0.5263157894736842,0.45454545454545453,0.7631578947368421,10,9,29,12,2
xgboost_raw_t0_delta,t0_delta,xgboost,raw,default_0.5,,,0.5,0.6666666666666666,0.6124401913875598,0.6626794258373205,0.5050050271245571,0.47368421052631576,0.5625,0.4090909090909091,0.8157894736842105,9,7,31,13,3
xgboost_raw_t0_delta,t0_delta,xgboost,raw,default_0.5,,,0.5,0.6,0.5215311004784688,0.5586124401913876,0.4300424690879382,0.29411764705882354,0.4166666666666667,0.22727272727272727,0.8157894736842105,5,7,31,17,4
xgboost_raw_t0_delta,t0_delta,xgboost,raw,default_0.5,,,0.5,0.7,0.6387559808612441,0.7523923444976076,0.6966504048073676,0.5,0.6428571428571429,0.4090909090909091,0.868421052631579,9,5,33,13,5
xgboost_raw_t0_delta,t0_delta,xgboost,raw,default_0.5,,,0.5,0.7049180327868853,0.6602564102564102,0.6643356643356643,0.5443687755509649,0.55,0.6111111111111112,0.5,0.8205128205128205,11,7,32,11,6
xgboost_raw_t0_delta,t0_delta,xgboost,raw,default_0.5,,,0.5,0.6166666666666667,0.5442583732057416,0.6674641148325359,0.6041570587510483,0.34285714285714286,0.46153846153846156,0.2727272727272727,0.8157894736842105,6,7,31,16,7
xgboost_raw_t0_delta,t0_delta,xgboost,raw,default_0.5,,,0.5,0.6166666666666667,0.5538277511961722,0.6674641148325359,0.5456976619643229,0.3783783783783784,0.4666666666666667,0.3181818181818182,0.7894736842105263,7,8,30,15,8
xgboost_raw_t0_delta,t0_delta,xgboost,raw,default_0.5,,,0.5,0.6833333333333333,0.5873205741626794,0.6578947368421053,0.5101558442938167,0.3448275862068966,0.7142857142857143,0.22727272727272727,0.9473684210526315,5,2,36,17,9
xgboost_raw_t0_delta,t0_delta,xgboost,raw,default_0.5,,,0.5,0.6833333333333333,0.6160287081339713,0.715311004784689,0.6592710554605128,0.45714285714285713,0.6153846153846154,0.36363636363636365,0.868421052631579,8,5,33,14,10
xgboost_raw_t0_delta,t0_delta,xgboost,raw,default_0.5,,,0.5,0.7213114754098361,0.6532634032634033,0.7016317016317017,0.6533343854701532,0.5142857142857142,0.6923076923076923,0.4090909090909091,0.8974358974358975,9,4,35,13,11
xgboost_raw_t0_delta,t0_delta,xgboost,raw,default_0.5,,,0.5,0.6333333333333333,0.5478468899521531,0.5885167464114833,0.4529940088506314,0.3125,0.5,0.22727272727272727,0.868421052631579,5,5,33,17,12
xgboost_raw_t0_delta,t0_delta,xgboost,raw,default_0.5,,,0.5,0.6166666666666667,0.5633971291866029,0.6100478468899521,0.5049984498857215,0.41025641025641024,0.47058823529411764,0.36363636363636365,0.7631578947368421,8,9,29,14,13
xgboost_raw_t0_delta,t0_delta,xgboost,raw,default_0.5,,,0.5,0.7166666666666667,0.6614832535885168,0.6710526315789473,0.5908151122060895,0.5405405405405406,0.6666666666666666,0.45454545454545453,0.868421052631579,10,5,33,12,14
xgboost_raw_t0_delta,t0_delta,xgboost,raw,default_0.5,,,0.5,0.65,0.5705741626794258,0.6471291866028708,0.5488431272791621,0.36363636363636365,0.5454545454545454,0.2727272727272727,0.868421052631579,6,5,33,16,15
xgboost_raw_t0_delta,t0_delta,xgboost,raw,tuned_f1,,,0.35,0.639344262295082,0.7080419580419581,0.7610722610722611,0.6314450321226271,0.65625,0.5,0.9545454545454546,0.46153846153846156,21,21,18,1,1
xgboost_raw_t0_delta,t0_delta,xgboost,raw,tuned_f1,,,0.275,0.55,0.6351674641148326,0.6722488038277512,0.5800923971160508,0.6086956521739131,0.44680851063829785,0.9545454545454546,0.3157894736842105,21,26,12,1,2
xgboost_raw_t0_delta,t0_delta,xgboost,raw,tuned_f1,,,0.45,0.6833333333333333,0.6638755980861244,0.6626794258373205,0.5050050271245571,0.5777777777777777,0.5652173913043478,0.5909090909090909,0.7368421052631579,13,10,28,9,3
xgboost_raw_t0_delta,t0_delta,xgboost,raw,tuned_f1,,,0.075,0.38333333333333336,0.5131578947368421,0.5586124401913876,0.4300424690879382,0.5432098765432098,0.3728813559322034,1.0,0.02631578947368421,22,37,1,0,4
xgboost_raw_t0_delta,t0_delta,xgboost,raw,tuned_f1,,,0.4,0.6833333333333333,0.7021531100478469,0.7523923444976076,0.6966504048073676,0.6415094339622641,0.5483870967741935,0.7727272727272727,0.631578947368421,17,14,24,5,5
xgboost_raw_t0_delta,t0_delta,xgboost,raw,tuned_f1,,,0.45,0.6885245901639344,0.6771561771561772,0.6643356643356643,0.5443687755509649,0.5957446808510638,0.56,0.6363636363636364,0.717948717948718,14,11,28,8,6
xgboost_raw_t0_delta,t0_delta,xgboost,raw,tuned_f1,,,0.35,0.5833333333333334,0.6327751196172249,0.6674641148325359,0.6041570587510483,0.5901639344262295,0.46153846153846156,0.8181818181818182,0.4473684210526316,18,21,17,4,7
