experiment,feature_set,model,accuracy,balanced_accuracy,roc_auc,pr_auc,f1,precision,recall_sensitivity,specificity,tp,fp,tn,fn,fold
logreg_l2_t0_only,t0_only,logreg_l2,0.7666666666666667,0.7583732057416268,0.8504784688995216,0.8115663668302016,0.6956521739130435,0.6666666666666666,0.7272727272727273,0.7894736842105263,16,8,30,6,4
logreg_l2_t0_only,t0_only,logreg_l2,0.8833333333333333,0.8791866028708134,0.9090909090909091,0.8820641145304013,0.8444444444444444,0.8260869565217391,0.8636363636363636,0.8947368421052632,19,4,34,3,5
logreg_l2_t0_only,t0_only,logreg_l2,0.7377049180327869,0.7354312354312355,0.8461538461538463,0.8131397454079954,0.6666666666666666,0.6153846153846154,0.7272727272727273,0.7435897435897436,16,10,29,6,6
logreg_l2_t0_only,t0_only,logreg_l2,0.85,0.8433014354066986,0.9282296650717703,0.9129791669458851,0.8,0.782608695652174,0.8181818181818182,0.868421052631579,18,5,33,4,7
logreg_l2_t0_only,t0_only,logreg_l2,0.7666666666666667,0.7392344497607655,0.8648325358851675,0.8314582367200942,0.6666666666666666,0.7,0.6363636363636364,0.8421052631578947,14,6,32,8,8
logreg_l2_t0_only,t0_only,logreg_l2,0.85,0.8241626794258373,0.8732057416267942,0.8750426795663366,0.7804878048780488,0.8421052631578947,0.7272727272727273,0.9210526315789473,16,3,35,6,9
logreg_l2_t0_only,t0_only,logreg_l2,0.8166666666666667,0.8265550239234449,0.9090909090909092,0.8631048287064329,0.7755102040816326,0.7037037037037037,0.8636363636363636,0.7894736842105263,19,8,30,3,10
logreg_l2_t0_only,t0_only,logreg_l2,0.7049180327868853,0.6404428904428905,0.7797202797202798,0.7047249466169272,0.5,0.6428571428571429,0.4090909090909091,0.8717948717948718,9,5,34,13,11
logreg_l2_t0_only,t0_only,logreg_l2,0.8166666666666667,0.8074162679425837,0.9078947368421053,0.8607252622147754,0.7555555555555555,0.7391304347826086,0.7727272727272727,0.8421052631578947,17,6,32,5,12
logreg_l2_t0_only,t0_only,logreg_l2,0.8,0.8133971291866029,0.8983253588516746,0.8759053222808293,0.76,0.6785714285714286,0.8636363636363636,0.7631578947368421,19,9,29,3,13
logreg_l2_t0_only,t0_only,logreg_l2,0.7166666666666667,0.7188995215311005,0.8588516746411483,0.819645117160791,0.6530612244897959,0.5925925925925926,0.7272727272727273,0.7105263157894737,16,11,27,6,14
logreg_l2_t0_only,t0_only,logreg_l2,0.9,0.9019138755980861,0.9449760765550239,0.9412903047152517,0.8695652173913043,0.8333333333333334,0.9090909090909091,0.8947368421052632,20,4,34,2,15
logreg_l2_t1_only,t1_only,logreg_l2,0.819672131147541,0.8391608391608392,0.8764568764568765,0.8114920299162185,0.7843137254901961,0.6896551724137931,0.9090909090909091,0.7692307692307693,20,9,30,2,1
logreg_l2_t1_only,t1_only,logreg_l2,0.6666666666666666,0.6794258373205742,0.7787081339712919,0.761479073681729,0.6153846153846154,0.5333333333333333,0.7272727272727273,0.631578947368421,16,14,24,6,2
logreg_l2_t1_only,t1_only,logreg_l2,0.8333333333333334,0.8301435406698565,0.9246411483253588,0.9085397774798676,0.782608695652174,0.75,0.8181818181818182,0.8421052631578947,18,6,32,4,3
logreg_l2_t1_only,t1_only,logreg_l2,0.8,0.7942583732057416,0.8744019138755981,0.8552466375916032,0.7391304347826086,0.7083333333333334,0.7727272727272727,0.8157894736842105,17,7,31,5,4
logreg_l2_t1_only,t1_only,logreg_l2,0.75,0.7260765550239234,0.8133971291866029,0.7494402585059592,0.6511627906976745,0.6666666666666666,0.6363636363636364,0.8157894736842105,14,7,31,8,5
logreg_l2_t1_only,t1_only,logreg_l2,0.7540983606557377,0.7482517482517483,0.837995337995338,0.8267974248705472,0.6808510638297872,0.64,0.7272727272727273,0.7692307692307693,16,9,30,6,6
logreg_l2_t1_only,t1_only,logreg_l2,0.7,0.6770334928229665,0.8050239234449762,0.7859031448084259,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.7631578947368421,13,9,29,9,7
logreg_l2_t1_only,t1_only,logreg_l2,0.7833333333333333,0.7715311004784688,0.8767942583732058,0.8534351099784685,0.7111111111111111,0.6956521739130435,0.7272727272727273,0.8157894736842105,16,7,31,6,8
logreg_l2_t1_only,t1_only,logreg_l2,0.8166666666666667,0.8169856459330144,0.8480861244019139,0.821919917028276,0.7659574468085106,0.72,0.8181818181818182,0.8157894736842105,18,7,31,4,9
logreg_l2_t1_only,t1_only,logreg_l2,0.75,0.7643540669856459,0.8433014354066986,0.7830852721990786,0.7058823529411765,0.6206896551724138,0.8181818181818182,0.7105263157894737,18,11,27,4,10
logreg_l2_t1_only,t1_only,logreg_l2,0.7868852459016393,0.7738927738927739,0.8543123543123543,0.8205252040714421,0.7111111111111111,0.6956521739130435,0.7272727272727273,0.8205128205128205,16,7,32,6,11
logreg_l2_t1_only,t1_only,logreg_l2,0.7666666666666667,0.777511961722488,0.8492822966507176,0.7774797723660594,0.72,0.6428571428571429,0.8181818181818182,0.7368421052631579,18,10,28,4,12
logreg_l2_t1_only,t1_only,logreg_l2,0.8,0.8229665071770335,0.930622009569378,0.9196250579471328,0.7692307692307693,0.6666666666666666,0.9090909090909091,0.7368421052631579,20,10,28,2,13
logreg_l2_t1_only,t1_only,logreg_l2,0.7166666666666667,0.6997607655502392,0.7882775119617225,0.7526947082963349,0.6222222222222222,0.6086956521739131,0.6363636363636364,0.7631578947368421,14,9,29,8,14
logreg_l2_t1_only,t1_only,logreg_l2,0.8,0.784688995215311,0.8911483253588517,0.8760024325623437,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.8421052631578947,16,6,32,6,15
logreg_l2_t0_t1,t0_t1,logreg_l2,0.8852459016393442,0.8904428904428905,0.9032634032634035,0.8338958990517126,0.851063829787234,0.8,0.9090909090909091,0.8717948717948718,20,5,34,2,1
logreg_l2_t0_t1,t0_t1,logreg_l2,0.8,0.8038277511961722,0.8576555023923446,0.8510444743471759,0.75,0.6923076923076923,0.8181818181818182,0.7894736842105263,18,8,30,4,2
logreg_l2_t0_t1,t0_t1,logreg_l2,0.8333333333333334,0.8492822966507176,0.9485645933014355,0.9188335980325144,0.8,0.7142857142857143,0.9090909090909091,0.7894736842105263,20,8,30,2,3
logreg_l2_t0_t1,t0_t1,logreg_l2,0.8,0.7751196172248804,0.8899521531100479,0.8698768423062484,0.7142857142857143,0.75,0.6818181818181818,0.868421052631579,15,5,33,7,4
logreg_l2_t0_t1,t0_t1,logreg_l2,0.8166666666666667,0.8169856459330144,0.910287081339713,0.899368425693283,0.7659574468085106,0.72,0.8181818181818182,0.8157894736842105,18,7,31,4,5
logreg_l2_t0_t1,t0_t1,logreg_l2,0.7868852459016393,0.7937062937062938,0.8892773892773893,0.8750063843015807,0.7346938775510204,0.6666666666666666,0.8181818181818182,0.7692307692307693,18,9,30,4,6
logreg_l2_t0_t1,t0_t1,logreg_l2,0.8666666666666667,0.8564593301435407,0.9138755980861244,0.895138175437364,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8947368421052632,18,4,34,4,7
logreg_l2_t0_t1,t0_t1,logreg_l2,0.85,0.8337320574162679,0.9126794258373205,0.8955234397102179,0.7906976744186046,0.8095238095238095,0.7727272727272727,0.8947368421052632,17,4,34,5,8
logreg_l2_t0_t1,t0_t1,logreg_l2,0.8333333333333334,0.8397129186602871,0.8923444976076556,0.8865404890946686,0.7916666666666666,0.7307692307692307,0.8636363636363636,0.8157894736842105,19,7,31,3,9
logreg_l2_t0_t1,t0_t1,logreg_l2,0.8666666666666667,0.8755980861244019,0.916267942583732,0.8802162166474625,0.8333333333333334,0.7692307692307693,0.9090909090909091,0.8421052631578947,20,6,32,2,10
logreg_l2_t0_t1,t0_t1,logreg_l2,0.819672131147541,0.7995337995337995,0.8484848484848484,0.8184267770158788,0.7441860465116279,0.7619047619047619,0.7272727272727273,0.8717948717948718,16,5,34,6,11
logreg_l2_t0_t1,t0_t1,logreg_l2,0.8166666666666667,0.8265550239234449,0.9019138755980861,0.8453166064778366,0.7755102040816326,0.7037037037037037,0.8636363636363636,0.7894736842105263,19,8,30,3,12
logreg_l2_t0_t1,t0_t1,logreg_l2,0.8333333333333334,0.8588516746411483,0.9449760765550239,0.9539640217311549,0.8076923076923077,0.7,0.9545454545454546,0.7631578947368421,21,9,29,1,13
logreg_l2_t0_t1,t0_t1,logreg_l2,0.7,0.7248803827751196,0.8708133971291866,0.8290976907499226,0.6666666666666666,0.5625,0.8181818181818182,0.631578947368421,18,14,24,4,14
logreg_l2_t0_t1,t0_t1,logreg_l2,0.8333333333333334,0.8397129186602871,0.9389952153110047,0.9173220981735524,0.7916666666666666,0.7307692307692307,0.8636363636363636,0.8157894736842105,19,7,31,3,15
linear_svc_t0_only,t0_only,linear_svc_l2,0.7868852459016393,0.7045454545454546,0.881118881118881,0.8686904014718537,0.5806451612903226,1.0,0.4090909090909091,1.0,9,0,39,13,1
linear_svc_t0_only,t0_only,linear_svc_l2,0.8,0.7272727272727273,0.8923444976076556,0.8927205777215657,0.625,1.0,0.45454545454545453,1.0,10,0,38,12,2
linear_svc_t0_only,t0_only,linear_svc_l2,0.7833333333333333,0.7141148325358851,0.881578947368421,0.8604611297793114,0.6060606060606061,0.9090909090909091,0.45454545454545453,0.9736842105263158,10,1,37,12,3
linear_svc_t0_only,t0_only,linear_svc_l2,0.7666666666666667,0.6913875598086124,0.8576555023923444,0.8194457643866593,0.5625,0.9,0.4090909090909091,0.9736842105263158,9,1,37,13,4
linear_svc_t0_only,t0_only,linear_svc_l2,0.7666666666666667,0.6818181818181819,0.8971291866028708,0.8796027705794711,0.5333333333333333,1.0,0.36363636363636365,1.0,8,0,38,14,5
linear_svc_t0_only,t0_only,linear_svc_l2,0.7704918032786885,0.6818181818181819,0.8496503496503496,0.8224739989817202,0.5333333333333333,1.0,0.36363636363636365,1.0,8,0,39,14,6
linear_svc_t0_only,t0_only,linear_svc_l2,0.75,0.6590909090909091,0.9162679425837321,0.9029461259296436,0.4827586206896552,1.0,0.3181818181818182,1.0,7,0,38,15,7
linear_svc_t0_only,t0_only,linear_svc_l2,0.8,0.736842105263158,0.868421052631579,0.8319669348709104,0.6470588235294118,0.9166666666666666,0.5,0.9736842105263158,11,1,37,11,8
linear_svc_t0_only,t0_only,linear_svc_l2,0.75,0.6590909090909091,0.8875598086124402,0.8906496413969169,0.4827586206896552,1.0,0.3181818181818182,1.0,7,0,38,15,9
linear_svc_t0_only,t0_only,linear_svc_l2,0.8,0.736842105263158,0.9102870813397128,0.8683078785380576,0.6470588235294118,0.9166666666666666,0.5,0.9736842105263158,11,1,37,11,10
linear_svc_t0_only,t0_only,linear_svc_l2,0.7377049180327869,0.6363636363636364,0.7727272727272726,0.699012642687747,0.42857142857142855,1.0,0.2727272727272727,1.0,6,0,39,16,11
linear_svc_t0_only,t0_only,linear_svc_l2,0.7666666666666667,0.6818181818181819,0.9186602870813398,0.8778520493433388,0.5333333333333333,1.0,0.36363636363636365,1.0,8,0,38,14,12
linear_svc_t0_only,t0_only,linear_svc_l2,0.8166666666666667,0.7595693779904307,0.8947368421052632,0.8704532364065112,0.6857142857142857,0.9230769230769231,0.5454545454545454,0.9736842105263158,12,1,37,10,13
linear_svc_t0_only,t0_only,linear_svc_l2,0.7666666666666667,0.6818181818181819,0.8504784688995215,0.8140397517330207,0.5333333333333333,1.0,0.36363636363636365,1.0,8,0,38,14,14
linear_svc_t0_only,t0_only,linear_svc_l2,0.8166666666666667,0.75,0.9389952153110047,0.9368033484908265,0.6666666666666666,1.0,0.5,1.0,11,0,38,11,15
linear_svc_t1_only,t1_only,linear_svc_l2,0.7540983606557377,0.6789044289044289,0.8671328671328672,0.7864554113712129,0.5454545454545454,0.8181818181818182,0.4090909090909091,0.9487179487179487,9,2,37,13,1
linear_svc_t1_only,t1_only,linear_svc_l2,0.75,0.6782296650717703,0.764354066985646,0.7576110298925876,0.5454545454545454,0.8181818181818182,0.4090909090909091,0.9473684210526315,9,2,36,13,2
linear_svc_t1_only,t1_only,linear_svc_l2,0.85,0.7954545454545454,0.9246411483253589,0.9074112949602009,0.7428571428571429,1.0,0.5909090909090909,1.0,13,0,38,9,3
linear_svc_t1_only,t1_only,linear_svc_l2,0.8,0.7272727272727273,0.8720095693779905,0.8509234574779092,0.625,1.0,0.45454545454545453,1.0,10,0,38,12,4
linear_svc_t1_only,t1_only,linear_svc_l2,0.7,0.6004784688995215,0.8026315789473684,0.7299222523139433,0.35714285714285715,0.8333333333333334,0.22727272727272727,0.9736842105263158,5,1,37,17,5
linear_svc_t1_only,t1_only,linear_svc_l2,0.7868852459016393,0.7045454545454546,0.824009324009324,0.8060317972613829,0.5806451612903226,1.0,0.4090909090909091,1.0,9,0,39,13,6
linear_svc_t1_only,t1_only,linear_svc_l2,0.8,0.7272727272727273,0.8181818181818182,0.7971299196827559,0.625,1.0,0.45454545454545453,1.0,10,0,38,12,7
linear_svc_t1_only,t1_only,linear_svc_l2,0.7833333333333333,0.7045454545454546,0.8660287081339713,0.8431249594803016,0.5806451612903226,1.0,0.4090909090909091,1.0,9,0,38,13,8
linear_svc_t1_only,t1_only,linear_svc_l2,0.7666666666666667,0.700956937799043,0.8444976076555024,0.8175843944400873,0.5882352941176471,0.8333333333333334,0.45454545454545453,0.9473684210526315,10,2,36,12,9
linear_svc_t1_only,t1_only,linear_svc_l2,0.7333333333333333,0.6555023923444976,0.8253588516746412,0.7660949462037716,0.5,0.8,0.36363636363636365,0.9473684210526315,8,2,36,14,10
linear_svc_t1_only,t1_only,linear_svc_l2,0.7213114754098361,0.6136363636363636,0.8543123543123544,0.8230388181577659,0.37037037037037035,1.0,0.22727272727272727,1.0,5,0,39,17,11
linear_svc_t1_only,t1_only,linear_svc_l2,0.75,0.687799043062201,0.8516746411483254,0.7785635802262594,0.5714285714285714,0.7692307692307693,0.45454545454545453,0.9210526315789473,10,3,35,12,12
linear_svc_t1_only,t1_only,linear_svc_l2,0.85,0.7954545454545454,0.9222488038277512,0.9091972056490909,0.7428571428571429,1.0,0.5909090909090909,1.0,13,0,38,9,13
linear_svc_t1_only,t1_only,linear_svc_l2,0.7666666666666667,0.6818181818181819,0.777511961722488,0.751839962573658,0.5333333333333333,1.0,0.36363636363636365,1.0,8,0,38,14,14
linear_svc_t1_only,t1_only,linear_svc_l2,0.7833333333333333,0.7045454545454546,0.8827751196172249,0.8673444628687594,0.5806451612903226,1.0,0.4090909090909091,1.0,9,0,38,13,15
linear_svc_t0_t1,t0_t1,linear_svc_l2,0.8032786885245902,0.7371794871794872,0.8986013986013985,0.8412665136584809,0.6470588235294118,0.9166666666666666,0.5,0.9743589743589743,11,1,38,11,1
linear_svc_t0_t1,t0_t1,linear_svc_l2,0.7833333333333333,0.7141148325358851,0.8528708133971292,0.8462780551426794,0.6060606060606061,0.9090909090909091,0.45454545454545453,0.9736842105263158,10,1,37,12,2
linear_svc_t0_t1,t0_t1,linear_svc_l2,0.8166666666666667,0.7691387559808612,0.952153110047847,0.9228706352146792,0.7027027027027027,0.8666666666666667,0.5909090909090909,0.9473684210526315,13,2,36,9,3
linear_svc_t0_t1,t0_t1,linear_svc_l2,0.8166666666666667,0.75,0.8911483253588516,0.868992911438099,0.6666666666666666,1.0,0.5,1.0,11,0,38,11,4
linear_svc_t0_t1,t0_t1,linear_svc_l2,0.7666666666666667,0.6818181818181819,0.9055023923444977,0.8995992259937493,0.5333333333333333,1.0,0.36363636363636365,1.0,8,0,38,14,5
linear_svc_t0_t1,t0_t1,linear_svc_l2,0.7868852459016393,0.7045454545454546,0.8857808857808858,0.8710562998589424,0.5806451612903226,1.0,0.4090909090909091,1.0,9,0,39,13,6
linear_svc_t0_t1,t0_t1,linear_svc_l2,0.8333333333333334,0.7727272727272727,0.916267942583732,0.8966942769934656,0.7058823529411765,1.0,0.5454545454545454,1.0,12,0,38,10,7
linear_svc_t0_t1,t0_t1,linear_svc_l2,0.7833333333333333,0.7045454545454546,0.9246411483253589,0.902126153272744,0.5806451612903226,1.0,0.4090909090909091,1.0,9,0,38,13,8
linear_svc_t0_t1,t0_t1,linear_svc_l2,0.8,0.7272727272727273,0.8899521531100478,0.880643923683333,0.625,1.0,0.45454545454545453,1.0,10,0,38,12,9
linear_svc_t0_t1,t0_t1,linear_svc_l2,0.8333333333333334,0.7822966507177034,0.9102870813397129,0.8770550796993537,0.7222222222222222,0.9285714285714286,0.5909090909090909,0.9736842105263158,13,1,37,9,10
linear_svc_t0_t1,t0_t1,linear_svc_l2,0.7377049180327869,0.6363636363636364,0.8671328671328671,0.8383543349727547,0.42857142857142855,1.0,0.2727272727272727,1.0,6,0,39,16,11
linear_svc_t0_t1,t0_t1,linear_svc_l2,0.7333333333333333,0.645933014354067,0.9150717703349283,0.8646613917835575,0.4666666666666667,0.875,0.3181818181818182,0.9736842105263158,7,1,37,15,12
linear_svc_t0_t1,t0_t1,linear_svc_l2,0.8166666666666667,0.75,0.9473684210526316,0.9566406164368546,0.6666666666666666,1.0,0.5,1.0,11,0,38,11,13
linear_svc_t0_t1,t0_t1,linear_svc_l2,0.7833333333333333,0.7141148325358851,0.8588516746411484,0.8147156444807542,0.6060606060606061,0.9090909090909091,0.45454545454545453,0.9736842105263158,10,1,37,12,14
linear_svc_t0_t1,t0_t1,linear_svc_l2,0.85,0.7954545454545454,0.930622009569378,0.9087930798473254,0.7428571428571429,1.0,0.5909090909090909,1.0,13,0,38,9,15
linear_svc_t0_delta,t0_delta,linear_svc_l2,0.7213114754098361,0.6235431235431235,0.8531468531468532,0.7738510970272019,0.41379310344827586,0.8571428571428571,0.2727272727272727,0.9743589743589743,6,1,38,16,1
linear_svc_t0_delta,t0_delta,linear_svc_l2,0.7666666666666667,0.6818181818181819,0.784688995215311,0.7624910812282122,0.5333333333333333,1.0,0.36363636363636365,1.0,8,0,38,14,2
linear_svc_t0_delta,t0_delta,linear_svc_l2,0.7833333333333333,0.7236842105263157,0.8516746411483254,0.8084692865550345,0.6285714285714286,0.8461538461538461,0.5,0.9473684210526315,11,2,36,11,3
linear_svc_t0_delta,t0_delta,linear_svc_l2,0.7166666666666667,0.6232057416267942,0.8026315789473685,0.7697334672715475,0.41379310344827586,0.8571428571428571,0.2727272727272727,0.9736842105263158,6,1,37,16,4
linear_svc_t0_delta,t0_delta,linear_svc_l2,0.7166666666666667,0.6136363636363636,0.8576555023923446,0.8126276770374685,0.37037037037037035,1.0,0.22727272727272727,1.0,5,0,38,17,5
linear_svc_t0_delta,t0_delta,linear_svc_l2,0.7540983606557377,0.668997668997669,0.7995337995337995,0.7453785038601681,0.5161290322580645,0.8888888888888888,0.36363636363636365,0.9743589743589743,8,1,38,14,6
linear_svc_t0_delta,t0_delta,linear_svc_l2,0.7666666666666667,0.6818181818181819,0.8480861244019139,0.8346363604686393,0.5333333333333333,1.0,0.36363636363636365,1.0,8,0,38,14,7
linear_svc_t0_delta,t0_delta,linear_svc_l2,0.7166666666666667,0.6232057416267942,0.8002392344497608,0.7304750963005666,0.41379310344827586,0.8571428571428571,0.2727272727272727,0.9736842105263158,6,1,37,16,8
linear_svc_t0_delta,t0_delta,linear_svc_l2,0.6666666666666666,0.5454545454545454,0.7799043062200958,0.7122285429227855,0.16666666666666666,1.0,0.09090909090909091,1.0,2,0,38,20,9
linear_svc_t0_delta,t0_delta,linear_svc_l2,0.75,0.6782296650717703,0.8755980861244019,0.8020610118988589,0.5454545454545454,0.8181818181818182,0.4090909090909091,0.9473684210526315,9,2,36,13,10
linear_svc_t0_delta,t0_delta,linear_svc_l2,0.7049180327868853,0.5909090909090909,0.7482517482517482,0.6897348720989136,0.3076923076923077,1.0,0.18181818181818182,1.0,4,0,39,18,11
linear_svc_t0_delta,t0_delta,linear_svc_l2,0.7666666666666667,0.6913875598086124,0.8588516746411483,0.7763797417808589,0.5625,0.9,0.4090909090909091,0.9736842105263158,9,1,37,13,12
linear_svc_t0_delta,t0_delta,linear_svc_l2,0.7166666666666667,0.6327751196172249,0.8074162679425838,0.7446766443867943,0.45161290322580644,0.7777777777777778,0.3181818181818182,0.9473684210526315,7,2,36,15,13
linear_svc_t0_delta,t0_delta,linear_svc_l2,0.7166666666666667,0.6327751196172249,0.7583732057416268,0.6980342277482032,0.45161290322580644,0.7777777777777778,0.3181818181818182,0.9473684210526315,7,2,36,15,14
linear_svc_t0_delta,t0_delta,linear_svc_l2,0.75,0.6686602870813397,0.9090909090909092,0.8632696455913815,0.5161290322580645,0.8888888888888888,0.36363636363636365,0.9736842105263158,8,1,37,14,15
linear_svc_C0.1_t0_only,t0_only,linear_svc_l2_C0.1,0.7868852459016393,0.7045454545454546,0.881118881118881,0.8686904014718537,0.5806451612903226,1.0,0.4090909090909091,1.0,9,0,39,13,1
linear_svc_C0.1_t0_only,t0_only,linear_svc_l2_C0.1,0.8,0.7272727272727273,0.8923444976076556,0.8927205777215657,0.625,1.0,0.45454545454545453,1.0,10,0,38,12,2
linear_svc_C0.1_t0_only,t0_only,linear_svc_l2_C0.1,0.7833333333333333,0.7141148325358851,0.8827751196172249,0.8617898011079828,0.6060606060606061,0.9090909090909091,0.45454545454545453,0.9736842105263158,10,1,37,12,3
linear_svc_C0.1_t0_only,t0_only,linear_svc_l2_C0.1,0.7666666666666667,0.6913875598086124,0.8576555023923444,0.8194457643866593,0.5625,0.9,0.4090909090909091,0.9736842105263158,9,1,37,13,4
linear_svc_C0.1_t0_only,t0_only,linear_svc_l2_C0.1,0.7666666666666667,0.6818181818181819,0.8983253588516746,0.8803667125198835,0.5333333333333333,1.0,0.36363636363636365,1.0,8,0,38,14,5
linear_svc_C0.1_t0_only,t0_only,linear_svc_l2_C0.1,0.7704918032786885,0.6818181818181819,0.8484848484848484,0.8186861201938416,0.5333333333333333,1.0,0.36363636363636365,1.0,8,0,39,14,6
linear_svc_C0.1_t0_only,t0_only,linear_svc_l2_C0.1,0.75,0.6590909090909091,0.9162679425837321,0.9029461259296436,0.4827586206896552,1.0,0.3181818181818182,1.0,7,0,38,15,7
linear_svc_C0.1_t0_only,t0_only,linear_svc_l2_C0.1,0.8,0.736842105263158,0.868421052631579,0.8319669348709104,0.6470588235294118,0.9166666666666666,0.5,0.9736842105263158,11,1,37,11,8
linear_svc_C0.1_t0_only,t0_only,linear_svc_l2_C0.1,0.75,0.6590909090909091,0.8863636363636364,0.8895072652545408,0.4827586206896552,1.0,0.3181818181818182,1.0,7,0,38,15,9
linear_svc_C0.1_t0_only,t0_only,linear_svc_l2_C0.1,0.8,0.736842105263158,0.9102870813397128,0.8683078785380576,0.6470588235294118,0.9166666666666666,0.5,0.9736842105263158,11,1,37,11,10
linear_svc_C0.1_t0_only,t0_only,linear_svc_l2_C0.1,0.7377049180327869,0.6363636363636364,0.7727272727272726,0.699012642687747,0.42857142857142855,1.0,0.2727272727272727,1.0,6,0,39,16,11
linear_svc_C0.1_t0_only,t0_only,linear_svc_l2_C0.1,0.7666666666666667,0.6818181818181819,0.9186602870813398,0.8778520493433388,0.5333333333333333,1.0,0.36363636363636365,1.0,8,0,38,14,12
linear_svc_C0.1_t0_only,t0_only,linear_svc_l2_C0.1,0.8166666666666667,0.7595693779904307,0.8947368421052632,0.8704532364065112,0.6857142857142857,0.9230769230769231,0.5454545454545454,0.9736842105263158,12,1,37,10,13
linear_svc_C0.1_t0_only,t0_only,linear_svc_l2_C0.1,0.7666666666666667,0.6818181818181819,0.8516746411483254,0.817536255229524,0.5333333333333333,1.0,0.36363636363636365,1.0,8,0,38,14,14
linear_svc_C0.1_t0_only,t0_only,linear_svc_l2_C0.1,0.8,0.7272727272727273,0.9389952153110047,0.9368033484908265,0.625,1.0,0.45454545454545453,1.0,10,0,38,12,15
linear_svc_C0.1_t1_only,t1_only,linear_svc_l2_C0.1,0.7540983606557377,0.6789044289044289,0.8659673659673659,0.7861529310324349,0.5454545454545454,0.8181818181818182,0.4090909090909091,0.9487179487179487,9,2,37,13,1
linear_svc_C0.1_t1_only,t1_only,linear_svc_l2_C0.1,0.75,0.6782296650717703,0.7655502392344498,0.7581911554727132,0.5454545454545454,0.8181818181818182,0.4090909090909091,0.9473684210526315,9,2,36,13,2
linear_svc_C0.1_t1_only,t1_only,linear_svc_l2_C0.1,0.8333333333333334,0.7727272727272727,0.9246411483253589,0.9074112949602009,0.7058823529411765,1.0,0.5454545454545454,1.0,12,0,38,10,3
linear_svc_C0.1_t1_only,t1_only,linear_svc_l2_C0.1,0.8,0.7272727272727273,0.8720095693779905,0.8509234574779092,0.625,1.0,0.45454545454545453,1.0,10,0,38,12,4
linear_svc_C0.1_t1_only,t1_only,linear_svc_l2_C0.1,0.7,0.6004784688995215,0.8014354066985646,0.7294188797175474,0.35714285714285715,0.8333333333333334,0.22727272727272727,0.9736842105263158,5,1,37,17,5
linear_svc_C0.1_t1_only,t1_only,linear_svc_l2_C0.1,0.7868852459016393,0.7045454545454546,0.8251748251748252,0.8068065906498125,0.5806451612903226,1.0,0.4090909090909091,1.0,9,0,39,13,6
linear_svc_C0.1_t1_only,t1_only,linear_svc_l2_C0.1,0.8,0.7272727272727273,0.8169856459330144,0.7956147681676045,0.625,1.0,0.45454545454545453,1.0,10,0,38,12,7
linear_svc_C0.1_t1_only,t1_only,linear_svc_l2_C0.1,0.7833333333333333,0.7045454545454546,0.8660287081339713,0.8431249594803016,0.5806451612903226,1.0,0.4090909090909091,1.0,9,0,38,13,8
linear_svc_C0.1_t1_only,t1_only,linear_svc_l2_C0.1,0.7666666666666667,0.700956937799043,0.8444976076555024,0.8175843944400873,0.5882352941176471,0.8333333333333334,0.45454545454545453,0.9473684210526315,10,2,36,12,9
linear_svc_C0.1_t1_only,t1_only,linear_svc_l2_C0.1,0.7333333333333333,0.6555023923444976,0.8253588516746412,0.7660949462037716,0.5,0.8,0.36363636363636365,0.9473684210526315,8,2,36,14,10
linear_svc_C0.1_t1_only,t1_only,linear_svc_l2_C0.1,0.7213114754098361,0.6136363636363636,0.8554778554778555,0.8244761160377514,0.37037037037037035,1.0,0.22727272727272727,1.0,5,0,39,17,11
linear_svc_C0.1_t1_only,t1_only,linear_svc_l2_C0.1,0.75,0.687799043062201,0.8504784688995215,0.7774999886454266,0.5714285714285714,0.7692307692307693,0.45454545454545453,0.9210526315789473,10,3,35,12,12
linear_svc_C0.1_t1_only,t1_only,linear_svc_l2_C0.1,0.85,0.7954545454545454,0.9222488038277512,0.9091972056490909,0.7428571428571429,1.0,0.5909090909090909,1.0,13,0,38,9,13
linear_svc_C0.1_t1_only,t1_only,linear_svc_l2_C0.1,0.7666666666666667,0.6818181818181819,0.777511961722488,0.751839962573658,0.5333333333333333,1.0,0.36363636363636365,1.0,8,0,38,14,14
linear_svc_C0.1_t1_only,t1_only,linear_svc_l2_C0.1,0.7833333333333333,0.7045454545454546,0.881578947368421,0.8659445946210651,0.5806451612903226,1.0,0.4090909090909091,1.0,9,0,38,13,15
linear_svc_C0.1_t0_t1,t0_t1,linear_svc_l2_C0.1,0.8032786885245902,0.7371794871794872,0.8986013986013985,0.8412665136584809,0.6470588235294118,0.9166666666666666,0.5,0.9743589743589743,11,1,38,11,1
linear_svc_C0.1_t0_t1,t0_t1,linear_svc_l2_C0.1,0.7833333333333333,0.7141148325358851,0.8528708133971292,0.8462780551426794,0.6060606060606061,0.9090909090909091,0.45454545454545453,0.9736842105263158,10,1,37,12,2
linear_svc_C0.1_t0_t1,t0_t1,linear_svc_l2_C0.1,0.8166666666666667,0.7691387559808612,0.952153110047847,0.9228706352146792,0.7027027027027027,0.8666666666666667,0.5909090909090909,0.9473684210526315,13,2,36,9,3
linear_svc_C0.1_t0_t1,t0_t1,linear_svc_l2_C0.1,0.8166666666666667,0.75,0.8911483253588516,0.868992911438099,0.6666666666666666,1.0,0.5,1.0,11,0,38,11,4
