preset,experiment,input_key,model_type,dropout,batch_size,max_epochs,patience,lr,weight_decay,val_size,hidden_dims,hidden_dim,bottleneck_dim,embed_dim,conv_channels
tuned_small,bottleneck_mlp_t1_only_wide,t1_only,bottleneck_mlp,0.5,,,,0.001,0.001,,,64,16,,
