experiment,input_key,model_type,preset,n_samples,n_features,effective_n_features,n_cv_fits,device,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,balanced_accuracy_mean,balanced_accuracy_std,recall_sensitivity_mean,recall_sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,precision_mean,precision_std,accuracy_mean,accuracy_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,n_parameters_mean,n_parameters_std,pooled_roc_auc,pooled_pr_auc,pooled_accuracy,pooled_balanced_accuracy,pooled_recall_sensitivity,pooled_specificity,pooled_f1,pooled_precision,pooled_tp,pooled_fp,pooled_tn,pooled_fn
bottleneck_mlp_t1_only_wide,t1_only,bottleneck_mlp,tuned_small,190,2000,2000,15,mps,0.8684929757343551,0.08539013370485675,0.7867802687029316,0.11963941750841726,0.8099968071519794,0.09603847507773043,0.7546296296296298,0.138955010715481,0.8653639846743295,0.1000140286732931,0.6931847716935436,0.14369437573147428,0.6547415547415548,0.1683929837575039,0.8403508771929824,0.09141344189553,17.266666666666666,23.355839485988046,0.6840700755516688,0.30514514839253165,129121.0,0.0,0.8641916715006416,0.7515035334169015,0.8403508771929824,0.8090755682117808,0.751937984496124,0.8662131519274376,0.6807017543859649,0.6217948717948718,97,59,382,32
