task,run_family,best_model_name,roc_auc_mean,pr_auc_mean,balanced_accuracy_mean,f1_mean,output_dir
task1,tabular,mlp_t1_only_wide,0.8585057471264368,0.7545368643768936,0.7862994891443166,0.6585468313761489,/Users/slawrence02/Documents/Documents/epiome/ml_engineer/results/task1/dl_optimised_mlp_t1_only_wide
task1,chromosome_cnn,chromosome_cnn_narrow,0.6658556832694764,0.4999163139741932,0.5842337164750957,0.37590130161853585,/Users/slawrence02/Documents/Documents/epiome/ml_engineer/results/task1/dl_cnn_chromosome
