experiment,feature_set,model,model_type,threshold_mode,k_best,pca_components,threshold,accuracy,balanced_accuracy,roc_auc,pr_auc,f1,precision,recall_sensitivity,specificity,tp,fp,tn,fn,fold
xgboost_raw_t1_only,t1_only,xgboost,raw,tuned_f1,,,0.3,0.7894736842105263,0.8237547892720306,0.8582375478927203,0.646256038647343,0.6666666666666666,0.5333333333333333,0.8888888888888888,0.7586206896551724,8,7,22,1,15
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.8157894736842105,0.6083333333333334,0.7374999999999999,0.4590999278499278,0.36363636363636365,0.6666666666666666,0.25,0.9666666666666667,2,1,29,6,1
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.7894736842105263,0.5458333333333334,0.6708333333333333,0.37922159716277365,0.2,0.5,0.125,0.9666666666666667,1,1,29,7,2
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.8421052631578947,0.7432950191570882,0.6934865900383143,0.6686676104133409,0.625,0.7142857142857143,0.5555555555555556,0.9310344827586207,5,2,27,4,3
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.7894736842105263,0.5555555555555556,0.5287356321839081,0.33930575597242263,0.2,1.0,0.1111111111111111,1.0,1,0,29,8,4
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.6842105263157895,0.4482758620689655,0.6130268199233717,0.3066868809635971,0.0,0.0,0.0,0.896551724137931,0,3,26,9,5
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.7894736842105263,0.6833333333333333,0.775,0.6614241673023138,0.5,0.5,0.5,0.8666666666666667,4,4,26,4,6
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.8157894736842105,0.5625,0.9083333333333334,0.8214285714285714,0.2222222222222222,1.0,0.125,1.0,1,0,30,7,7
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.8421052631578947,0.6666666666666666,0.7394636015325671,0.7115021179537309,0.5,1.0,0.3333333333333333,1.0,3,0,29,6,8
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.7368421052631579,0.5210727969348659,0.6091954022988506,0.35118135665257744,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.9310344827586207,1,2,27,8,9
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.6842105263157895,0.4482758620689655,0.27969348659003834,0.17850497693815004,0.0,0.0,0.0,0.896551724137931,0,3,26,9,10
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.7894736842105263,0.5,0.42083333333333334,0.20628293731767028,0.0,0.0,0.0,1.0,0,0,30,8,11
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.8157894736842105,0.6083333333333334,0.6875,0.4812400318979266,0.36363636363636365,0.6666666666666666,0.25,0.9666666666666667,2,1,29,6,12
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.7631578947368421,0.5383141762452107,0.6283524904214559,0.36908539877888535,0.18181818181818182,0.5,0.1111111111111111,0.9655172413793104,1,1,28,8,13
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.7894736842105263,0.5938697318007663,0.6896551724137931,0.5335884178579766,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.9655172413793104,2,1,28,7,14
xgboost_raw_delta_only,delta_only,xgboost,raw,default_0.5,,,0.5,0.7631578947368421,0.5766283524904214,0.6628352490421455,0.4793766146707323,0.3076923076923077,0.5,0.2222222222222222,0.9310344827586207,2,2,27,7,15
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.225,0.631578947368421,0.7208333333333333,0.7374999999999999,0.4590999278499278,0.5,0.35,0.875,0.5666666666666667,7,13,17,1,1
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.35,0.6578947368421053,0.6916666666666667,0.6708333333333333,0.37922159716277365,0.48,0.35294117647058826,0.75,0.6333333333333333,6,11,19,2,2
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.5,0.8421052631578947,0.7432950191570882,0.6934865900383143,0.6686676104133409,0.625,0.7142857142857143,0.5555555555555556,0.9310344827586207,5,2,27,4,3
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.1,0.3684210526315789,0.5862068965517242,0.5287356321839081,0.33930575597242263,0.42857142857142855,0.2727272727272727,1.0,0.1724137931034483,9,24,5,0,4
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.2,0.5789473684210527,0.6475095785440613,0.6130268199233717,0.3066868809635971,0.4666666666666667,0.3333333333333333,0.7777777777777778,0.5172413793103449,7,14,15,2,5
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.175,0.5789473684210527,0.7333333333333334,0.775,0.6614241673023138,0.5,0.3333333333333333,1.0,0.4666666666666667,8,16,14,0,6
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.35,0.8947368421052632,0.8416666666666667,0.9083333333333334,0.8214285714285714,0.75,0.75,0.75,0.9333333333333333,6,2,28,2,7
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.35,0.868421052631579,0.7605363984674329,0.7394636015325671,0.7115021179537309,0.6666666666666666,0.8333333333333334,0.5555555555555556,0.9655172413793104,5,1,28,4,8
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.3,0.6578947368421053,0.6226053639846744,0.6091954022988506,0.35118135665257744,0.43478260869565216,0.35714285714285715,0.5555555555555556,0.6896551724137931,5,9,20,4,9
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.1,0.3157894736842105,0.5517241379310345,0.27969348659003834,0.17850497693815004,0.4090909090909091,0.2571428571428571,1.0,0.10344827586206896,9,26,3,0,10
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.05,0.21052631578947367,0.5,0.42083333333333334,0.20628293731767028,0.34782608695652173,0.21052631578947367,1.0,0.0,8,30,0,0,11
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.35,0.7368421052631579,0.6958333333333333,0.6875,0.4812400318979266,0.5,0.4166666666666667,0.625,0.7666666666666667,5,7,23,3,12
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.35,0.7105263157894737,0.657088122605364,0.6283524904214559,0.36908539877888535,0.47619047619047616,0.4166666666666667,0.5555555555555556,0.7586206896551724,5,7,22,4,13
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.35,0.7631578947368421,0.6915708812260537,0.6896551724137931,0.5335884178579766,0.5263157894736842,0.5,0.5555555555555556,0.8275862068965517,5,5,24,4,14
xgboost_raw_delta_only,delta_only,xgboost,raw,tuned_f1,,,0.2,0.5,0.6340996168582376,0.6628352490421455,0.4793766146707323,0.45714285714285713,0.3076923076923077,0.8888888888888888,0.3793103448275862,8,18,11,1,15
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.7631578947368421,0.575,0.7958333333333334,0.5145230500493658,0.3076923076923077,0.4,0.25,0.9,2,3,27,6,1
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.868421052631579,0.7333333333333334,0.7958333333333334,0.5291302733214498,0.6153846153846154,0.8,0.5,0.9666666666666667,4,1,29,4,2
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.8421052631578947,0.6666666666666666,0.9310344827586207,0.8487003192885547,0.5,1.0,0.3333333333333333,1.0,3,0,29,6,3
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.7894736842105263,0.5555555555555556,0.8237547892720306,0.5845566778900112,0.2,1.0,0.1111111111111111,1.0,1,0,29,8,4
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.7368421052631579,0.5210727969348659,0.7203065134099617,0.5600018564930846,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.9310344827586207,1,2,27,8,5
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.8947368421052632,0.75,0.8791666666666667,0.7489583333333334,0.6666666666666666,1.0,0.5,1.0,4,0,30,4,6
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.8421052631578947,0.6708333333333334,0.7875,0.5763573232323232,0.5,0.75,0.375,0.9666666666666667,3,1,29,5,7
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.7368421052631579,0.4827586206896552,0.6934865900383141,0.39378004711338044,0.0,0.0,0.0,0.9655172413793104,0,1,28,9,8
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.7894736842105263,0.5938697318007663,0.7547892720306513,0.4973694995521621,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.9655172413793104,2,1,28,7,9
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.7105263157894737,0.5038314176245211,0.5670498084291188,0.37806774122563597,0.15384615384615385,0.25,0.1111111111111111,0.896551724137931,1,3,26,8,10
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.7631578947368421,0.48333333333333334,0.5041666666666667,0.2390822938633882,0.0,0.0,0.0,0.9666666666666667,0,1,29,8,11
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.8421052631578947,0.625,0.8083333333333333,0.6385524891774892,0.4,1.0,0.25,1.0,2,0,30,6,12
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.7894736842105263,0.5938697318007663,0.8352490421455938,0.6909991324465008,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.9655172413793104,2,1,28,7,13
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.7894736842105263,0.5938697318007663,0.7432950191570881,0.5290864798111176,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.9655172413793104,2,1,28,7,14
xgboost_raw_t0_t1,t0_t1,xgboost,raw,default_0.5,,,0.5,0.7631578947368421,0.5383141762452107,0.8467432950191571,0.6282162339437882,0.18181818181818182,0.5,0.1111111111111111,0.9655172413793104,1,1,28,8,15
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.35,0.8157894736842105,0.7458333333333333,0.7958333333333334,0.5145230500493658,0.5882352941176471,0.5555555555555556,0.625,0.8666666666666667,5,4,26,3,1
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.5,0.868421052631579,0.7333333333333334,0.7958333333333334,0.5291302733214498,0.6153846153846154,0.8,0.5,0.9666666666666667,4,1,29,4,2
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.3,0.8421052631578947,0.8582375478927202,0.9310344827586207,0.8487003192885547,0.7272727272727273,0.6153846153846154,0.8888888888888888,0.8275862068965517,8,5,24,1,3
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.275,0.7894736842105263,0.8237547892720306,0.8237547892720306,0.5845566778900112,0.6666666666666666,0.5333333333333333,0.8888888888888888,0.7586206896551724,8,7,22,1,4
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.4,0.8421052631578947,0.7816091954022988,0.7203065134099617,0.5600018564930846,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.896551724137931,6,3,26,3,5
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.5,0.8947368421052632,0.75,0.8791666666666667,0.7489583333333334,0.6666666666666666,1.0,0.5,1.0,4,0,30,4,6
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.225,0.6578947368421053,0.7833333333333333,0.7875,0.5763573232323232,0.5517241379310345,0.38095238095238093,1.0,0.5666666666666667,8,13,17,0,7
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.275,0.7368421052631579,0.7126436781609196,0.6934865900383141,0.39378004711338044,0.5454545454545454,0.46153846153846156,0.6666666666666666,0.7586206896551724,6,7,22,3,8
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.2,0.6842105263157895,0.7547892720306513,0.7547892720306513,0.4973694995521621,0.5714285714285714,0.42105263157894735,0.8888888888888888,0.6206896551724138,8,11,18,1,9
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.25,0.6578947368421053,0.6226053639846744,0.5670498084291188,0.37806774122563597,0.43478260869565216,0.35714285714285715,0.5555555555555556,0.6896551724137931,5,9,20,4,10
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.15,0.5,0.5916666666666667,0.5041666666666667,0.2390822938633882,0.3870967741935484,0.2608695652173913,0.75,0.43333333333333335,6,17,13,2,11
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.35,0.8421052631578947,0.7625,0.8083333333333333,0.6385524891774892,0.625,0.625,0.625,0.9,5,3,27,3,12
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.35,0.8421052631578947,0.7816091954022988,0.8352490421455938,0.6909991324465008,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.896551724137931,6,3,26,3,13
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.2,0.6052631578947368,0.7413793103448276,0.7432950191570881,0.5290864798111176,0.5454545454545454,0.375,1.0,0.4827586206896552,9,15,14,0,14
xgboost_raw_t0_t1,t0_t1,xgboost,raw,tuned_f1,,,0.3,0.7631578947368421,0.7681992337164751,0.8467432950191571,0.6282162339437882,0.6086956521739131,0.5,0.7777777777777778,0.7586206896551724,7,7,22,2,15
xgboost_raw_t0_delta,t0_delta,xgboost,raw,default_0.5,,,0.5,0.7631578947368421,0.48333333333333334,0.825,0.5836821266968326,0.0,0.0,0.0,0.9666666666666667,0,1,29,8,1
xgboost_raw_t0_delta,t0_delta,xgboost,raw,default_0.5,,,0.5,0.7631578947368421,0.5291666666666667,0.8250000000000001,0.5228190314587373,0.18181818181818182,0.3333333333333333,0.125,0.9333333333333333,1,2,28,7,2
xgboost_raw_t0_delta,t0_delta,xgboost,raw,default_0.5,,,0.5,0.8157894736842105,0.6111111111111112,0.8352490421455938,0.7158966481547127,0.36363636363636365,1.0,0.2222222222222222,1.0,2,0,29,7,3
