experiment,feature_set,model,fold,accuracy,balanced_accuracy,roc_auc,pr_auc,f1,precision,recall_sensitivity,specificity,tp,fp,tn,fn
pca20_rbf_svm_t0_only,t0_only,pca20_rbf_svm,7,0.8421052631578947,0.7166666666666667,0.8166666666666667,0.5992928367928367,0.5714285714285714,0.6666666666666666,0.5,0.9333333333333333,4,2,28,4
pca20_rbf_svm_t0_only,t0_only,pca20_rbf_svm,8,0.8157894736842105,0.6877394636015326,0.7739463601532567,0.574846637527797,0.5333333333333333,0.6666666666666666,0.4444444444444444,0.9310344827586207,4,2,27,5
pca20_rbf_svm_t0_only,t0_only,pca20_rbf_svm,9,0.8421052631578947,0.7049808429118773,0.9310344827586207,0.8054894179894181,0.5714285714285714,0.8,0.4444444444444444,0.9655172413793104,4,1,28,5
pca20_rbf_svm_t0_only,t0_only,pca20_rbf_svm,10,0.8421052631578947,0.7049808429118773,0.8352490421455938,0.7503759856701033,0.5714285714285714,0.8,0.4444444444444444,0.9655172413793104,4,1,28,5
pca20_rbf_svm_t0_only,t0_only,pca20_rbf_svm,11,0.868421052631579,0.6875,0.9416666666666667,0.8817401960784313,0.5454545454545454,1.0,0.375,1.0,3,0,30,5
pca20_rbf_svm_t0_only,t0_only,pca20_rbf_svm,12,0.8157894736842105,0.6541666666666667,0.8916666666666667,0.619284188034188,0.46153846153846156,0.6,0.375,0.9333333333333333,3,2,28,5
pca20_rbf_svm_t0_only,t0_only,pca20_rbf_svm,13,0.7894736842105263,0.632183908045977,0.7662835249042146,0.5675355327316112,0.42857142857142855,0.6,0.3333333333333333,0.9310344827586207,3,2,27,6
pca20_rbf_svm_t0_only,t0_only,pca20_rbf_svm,14,0.8157894736842105,0.6111111111111112,0.9310344827586207,0.8327821869488536,0.36363636363636365,1.0,0.2222222222222222,1.0,2,0,29,7
pca20_rbf_svm_t0_only,t0_only,pca20_rbf_svm,15,0.8947368421052632,0.7777777777777778,0.9003831417624522,0.7964303670186024,0.7142857142857143,1.0,0.5555555555555556,1.0,5,0,29,4
pca50_rbf_svm_t0_only,t0_only,pca50_rbf_svm,1,0.8947368421052632,0.75,0.8875,0.812421679197995,0.6666666666666666,1.0,0.5,1.0,4,0,30,4
pca50_rbf_svm_t0_only,t0_only,pca50_rbf_svm,2,0.8421052631578947,0.625,0.9750000000000001,0.9115936147186148,0.4,1.0,0.25,1.0,2,0,30,6
pca50_rbf_svm_t0_only,t0_only,pca50_rbf_svm,3,0.8421052631578947,0.6666666666666666,0.8314176245210728,0.7462542087542088,0.5,1.0,0.3333333333333333,1.0,3,0,29,6
pca50_rbf_svm_t0_only,t0_only,pca50_rbf_svm,4,0.7631578947368421,0.5,0.9846743295019157,0.9535634118967453,0.0,0.0,0.0,1.0,0,0,29,9
pca50_rbf_svm_t0_only,t0_only,pca50_rbf_svm,5,0.8157894736842105,0.6494252873563219,0.9578544061302682,0.7667027417027418,0.46153846153846156,0.75,0.3333333333333333,0.9655172413793104,3,1,28,6
pca50_rbf_svm_t0_only,t0_only,pca50_rbf_svm,6,0.8421052631578947,0.7166666666666667,0.9500000000000001,0.8516865079365079,0.5714285714285714,0.6666666666666666,0.5,0.9333333333333333,4,2,28,4
pca50_rbf_svm_t0_only,t0_only,pca50_rbf_svm,7,0.7894736842105263,0.5458333333333334,0.875,0.6458791208791209,0.2,0.5,0.125,0.9666666666666667,1,1,29,7
pca50_rbf_svm_t0_only,t0_only,pca50_rbf_svm,8,0.7894736842105263,0.5555555555555556,0.7854406130268199,0.5174684396175624,0.2,1.0,0.1111111111111111,1.0,1,0,29,8
pca50_rbf_svm_t0_only,t0_only,pca50_rbf_svm,9,0.7894736842105263,0.5938697318007663,0.9042145593869733,0.694747899159664,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.9655172413793104,2,1,28,7
pca50_rbf_svm_t0_only,t0_only,pca50_rbf_svm,10,0.8157894736842105,0.6111111111111112,0.8314176245210728,0.7108826358826359,0.36363636363636365,1.0,0.2222222222222222,1.0,2,0,29,7
pca50_rbf_svm_t0_only,t0_only,pca50_rbf_svm,11,0.7894736842105263,0.5,0.9500000000000001,0.8516865079365079,0.0,0.0,0.0,1.0,0,0,30,8
pca50_rbf_svm_t0_only,t0_only,pca50_rbf_svm,12,0.7631578947368421,0.5291666666666667,0.875,0.5314716533466532,0.18181818181818182,0.3333333333333333,0.125,0.9333333333333333,1,2,28,7
pca50_rbf_svm_t0_only,t0_only,pca50_rbf_svm,13,0.7631578947368421,0.5383141762452107,0.89272030651341,0.7183799024378734,0.18181818181818182,0.5,0.1111111111111111,0.9655172413793104,1,1,28,8
pca50_rbf_svm_t0_only,t0_only,pca50_rbf_svm,14,0.7894736842105263,0.5555555555555556,0.9540229885057472,0.891919191919192,0.2,1.0,0.1111111111111111,1.0,1,0,29,8
pca50_rbf_svm_t0_only,t0_only,pca50_rbf_svm,15,0.8421052631578947,0.6666666666666666,0.946360153256705,0.8686167227833896,0.5,1.0,0.3333333333333333,1.0,3,0,29,6
pca10_rbf_svm_t1_only,t1_only,pca10_rbf_svm,1,0.868421052631579,0.825,0.9083333333333333,0.7827380952380952,0.7058823529411765,0.6666666666666666,0.75,0.9,6,3,27,2
pca10_rbf_svm_t1_only,t1_only,pca10_rbf_svm,2,0.9736842105263158,0.9833333333333334,0.9833333333333334,0.9317956349206349,0.9411764705882353,0.8888888888888888,1.0,0.9666666666666667,8,1,29,0
pca10_rbf_svm_t1_only,t1_only,pca10_rbf_svm,3,0.7894736842105263,0.7088122605363985,0.8544061302681991,0.6898286898286898,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.8620689655172413,5,4,25,4
pca10_rbf_svm_t1_only,t1_only,pca10_rbf_svm,4,0.8947368421052632,0.7777777777777778,0.8888888888888888,0.8388927229506942,0.7142857142857143,1.0,0.5555555555555556,1.0,5,0,29,4
pca10_rbf_svm_t1_only,t1_only,pca10_rbf_svm,5,0.8157894736842105,0.7260536398467433,0.842911877394636,0.6574592464066149,0.5882352941176471,0.625,0.5555555555555556,0.896551724137931,5,3,26,4
pca10_rbf_svm_t1_only,t1_only,pca10_rbf_svm,6,0.9473684210526315,0.9208333333333334,0.9708333333333333,0.8644345238095239,0.875,0.875,0.875,0.9666666666666667,7,1,29,1
pca10_rbf_svm_t1_only,t1_only,pca10_rbf_svm,7,0.8947368421052632,0.8416666666666667,0.9333333333333332,0.8362856506238859,0.75,0.75,0.75,0.9333333333333333,6,2,28,2
