experiment,input_key,model_type,n_samples,n_features,effective_n_features,n_cv_fits,device,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,balanced_accuracy_mean,balanced_accuracy_std,recall_sensitivity_mean,recall_sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,precision_mean,precision_std,accuracy_mean,accuracy_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,n_parameters_mean,n_parameters_std,pooled_roc_auc,pooled_pr_auc,pooled_accuracy,pooled_balanced_accuracy,pooled_recall_sensitivity,pooled_specificity,pooled_f1,pooled_precision,pooled_tp,pooled_fp,pooled_tn,pooled_fn
genome_cnn_t0_t1_delta,t0_t1_delta_genome,genome_cnn,190,6000,2000,15,mps,0.658690932311622,0.19227565937152635,0.5325518858395542,0.20122545189090424,0.6064080459770117,0.13880083533624793,0.6361111111111111,0.2702450876656362,0.576704980842912,0.3551366662670634,0.4273448995890254,0.17428866128471737,0.3665175908331111,0.20528572502765838,0.5912280701754387,0.2411608473206999,11.066666666666666,10.40924497513537,0.9852684656778972,0.11990589689178434,97409.0,0.0,0.6673346341120427,0.46643034727343685,0.5912280701754385,0.6069451036228445,0.6356589147286822,0.5782312925170068,0.41309823677581864,0.30597014925373134,82,186,255,47
