preset,experiment,input_key,model_type,dropout,batch_size,max_epochs,patience,lr,weight_decay,val_size,hidden_dims,hidden_dim,bottleneck_dim,embed_dim,conv_channels
full,siamese_mlp_t0_t1,t0_t1_pair,siamese_mlp,0.4,,,,,,,,128,,32,
