experiment,input_key,model_type,accuracy,balanced_accuracy,roc_auc,pr_auc,f1,precision,recall_sensitivity,specificity,tp,fp,tn,fn,fold,best_epoch,best_val_loss,n_parameters
siamese_mlp_t0_t1_small,t0_t1_pair,siamese_mlp,0.8524590163934426,0.8449883449883451,0.8671328671328672,0.8369721869353313,0.8,0.782608695652174,0.8181818181818182,0.8717948717948718,18,5,34,4,1,20,0.4079657196998596,133329
siamese_mlp_t0_t1_small,t0_t1_pair,siamese_mlp,0.6833333333333333,0.6925837320574163,0.6949760765550239,0.5832943665506468,0.6274509803921569,0.5517241379310345,0.7272727272727273,0.6578947368421053,16,13,25,6,2,7,0.6513451933860779,133329
siamese_mlp_t0_t1_small,t0_t1_pair,siamese_mlp,0.8,0.8133971291866029,0.8815789473684211,0.8418533916760294,0.76,0.6785714285714286,0.8636363636363636,0.7631578947368421,19,9,29,3,3,9,0.6172065734863281,133329
siamese_mlp_t0_t1_small,t0_t1_pair,siamese_mlp,0.75,0.687799043062201,0.812200956937799,0.756741163993887,0.5714285714285714,0.7692307692307693,0.45454545454545453,0.9210526315789473,10,3,35,12,4,19,0.8490101099014282,133329
siamese_mlp_t0_t1_small,t0_t1_pair,siamese_mlp,0.6833333333333333,0.6351674641148325,0.7416267942583732,0.673673043582292,0.5128205128205128,0.5882352941176471,0.45454545454545453,0.8157894736842105,10,7,31,12,5,6,0.7590915560722351,133329
siamese_mlp_t0_t1_small,t0_t1_pair,siamese_mlp,0.6557377049180327,0.6317016317016317,0.641025641025641,0.5637806991533946,0.5333333333333333,0.5217391304347826,0.5454545454545454,0.717948717948718,12,11,28,10,6,5,0.8097739219665527,133329
siamese_mlp_t0_t1_small,t0_t1_pair,siamese_mlp,0.7833333333333333,0.742822966507177,0.7787081339712919,0.7749425801134078,0.6666666666666666,0.7647058823529411,0.5909090909090909,0.8947368421052632,13,4,34,9,7,9,0.7591762542724609,133329
siamese_mlp_t0_t1_small,t0_t1_pair,siamese_mlp,0.7166666666666667,0.680622009569378,0.7619617224880382,0.7466795068807197,0.5853658536585366,0.631578947368421,0.5454545454545454,0.8157894736842105,12,7,31,10,8,6,0.5990513563156128,133329
siamese_mlp_t0_t1_small,t0_t1_pair,siamese_mlp,0.6166666666666667,0.6208133971291866,0.6351674641148325,0.5817044985908947,0.5490196078431373,0.4827586206896552,0.6363636363636364,0.6052631578947368,14,15,23,8,9,4,0.8344569206237793,133329
siamese_mlp_t0_t1_small,t0_t1_pair,siamese_mlp,0.8,0.7942583732057416,0.8696172248803827,0.8272478254705447,0.7391304347826086,0.7083333333333334,0.7727272727272727,0.8157894736842105,17,7,31,5,10,8,0.7400417327880859,133329
siamese_mlp_t0_t1_small,t0_t1_pair,siamese_mlp,0.8032786885245902,0.7569930069930071,0.7785547785547786,0.7636333734960972,0.6842105263157895,0.8125,0.5909090909090909,0.9230769230769231,13,3,36,9,11,7,0.5068730115890503,133329
siamese_mlp_t0_t1_small,t0_t1_pair,siamese_mlp,0.75,0.7165071770334928,0.7942583732057417,0.7190230704168183,0.6341463414634146,0.6842105263157895,0.5909090909090909,0.8421052631578947,13,6,32,9,12,7,0.7122349739074707,133329
siamese_mlp_t0_t1_small,t0_t1_pair,siamese_mlp,0.8666666666666667,0.84688995215311,0.9222488038277512,0.8912521589256037,0.8095238095238095,0.85,0.7727272727272727,0.9210526315789473,17,3,35,5,13,12,0.483075350522995,133329
siamese_mlp_t0_t1_small,t0_t1_pair,siamese_mlp,0.6666666666666666,0.6889952153110048,0.7320574162679426,0.5995142925731488,0.6296296296296297,0.53125,0.7727272727272727,0.6052631578947368,17,15,23,5,14,4,0.8328084945678711,133329
siamese_mlp_t0_t1_small,t0_t1_pair,siamese_mlp,0.6833333333333333,0.6638755980861244,0.7476076555023924,0.6383452678281221,0.5777777777777777,0.5652173913043478,0.5909090909090909,0.7368421052631579,13,10,28,9,15,4,0.8574079871177673,133329
