preset,experiment,input_key,model_type,dropout,batch_size,max_epochs,patience,lr,weight_decay,val_size,hidden_dims,hidden_dim,bottleneck_dim,embed_dim,conv_channels
tuned_small,siamese_mlp_t0_t1_small,t0_t1_pair,siamese_mlp,0.5,,,,0.001,0.001,,,64,,16,
