preset,experiment,input_key,model_type,dropout,batch_size,max_epochs,patience,lr,weight_decay,val_size,hidden_dims,hidden_dim,bottleneck_dim,embed_dim,conv_channels
tuned_small,bottleneck_mlp_t1_only_narrow,t1_only,bottleneck_mlp,0.4,,,,0.0003,0.0001,,,128,32,,
