experiment,input_key,model_type,preset,n_samples,n_features,effective_n_features,n_cv_fits,device,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,precision_mean,precision_std,recall_sensitivity_mean,recall_sensitivity_std,specificity_mean,specificity_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,n_parameters_mean,n_parameters_std,pooled_accuracy,pooled_balanced_accuracy,pooled_roc_auc,pooled_pr_auc,pooled_f1,pooled_precision,pooled_recall_sensitivity,pooled_specificity,pooled_tp,pooled_fp,pooled_tn,pooled_fn
bottleneck_mlp_t1_only_narrow,t1_only,bottleneck_mlp,tuned_small,301,2000,2000,15,mps,0.7773224043715847,0.053617191648727636,0.7512493354598617,0.06578287489986165,0.8243528401423138,0.06248480991502439,0.7788972386032628,0.08197126898274339,0.6773655360020939,0.091658888803451,0.7169377481338993,0.0775366612175548,0.6545454545454544,0.13614701408808183,0.8479532163742689,0.06266002768998996,10.266666666666667,3.283436063174123,0.6485001464684804,0.09169908985145744,260289.0,0.0,0.7774086378737541,0.7513564969062352,0.8204188481675393,0.7688331672666172,0.6824644549763034,0.7128712871287128,0.6545454545454545,0.8481675392670157,216,87,486,114
