experiment,input_key,model_type,n_samples,n_features,effective_n_features,n_cv_fits,device,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,balanced_accuracy_mean,balanced_accuracy_std,recall_sensitivity_mean,recall_sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,precision_mean,precision_std,accuracy_mean,accuracy_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,n_parameters_mean,n_parameters_std,pooled_roc_auc,pooled_pr_auc,pooled_accuracy,pooled_balanced_accuracy,pooled_recall_sensitivity,pooled_specificity,pooled_f1,pooled_precision,pooled_tp,pooled_fp,pooled_tn,pooled_fn
siamese_mlp_t0_t1,t0_t1_pair,siamese_mlp,190,4000,2000,15,cpu,0.7784355044699873,0.1388521086223412,0.6129008579010816,0.18968600563011861,0.7197637292464878,0.11458410246920439,0.6537037037037037,0.13076084276715175,0.785823754789272,0.16046538461970286,0.5706865522466545,0.145982908109576,0.5282446311858077,0.1826305317454013,0.7561403508771931,0.13398797214130248,4.6,5.937772550135517,0.8571776380141576,0.2571046541008077,276897.0,0.0,0.7806781627379634,0.5586017072388243,0.756140350877193,0.7190054316300163,0.6511627906976745,0.7868480725623582,0.5472312703583062,0.47191011235955055,84,94,347,45
