accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,precision_mean,precision_std,recall_sensitivity_mean,recall_sensitivity_std,specificity_mean,specificity_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,n_parameters_mean,n_parameters_std,pooled_accuracy,pooled_balanced_accuracy,pooled_roc_auc,pooled_pr_auc,pooled_f1,pooled_precision,pooled_recall_sensitivity,pooled_specificity,pooled_tp,pooled_fp,pooled_tn,pooled_fn,experiment,model_name,model_type,input_key,selection_metric,selected_outer_folds,n_candidates,n_outer_fits,n_samples,n_features,effective_n_features,n_cv_fits,estimated_total_model_fits
0.831578947368421,0.07019110100905017,0.7862994891443166,0.08438653530781795,0.8585057471264368,0.09479448192849782,0.7545368643768936,0.15590745645065351,0.6585468313761489,0.12382497364047934,0.6373784548784548,0.15849641632695105,0.7046296296296296,0.15127932786145243,0.867969348659004,0.08004569343515724,22.6,38.47225345251153,0.6888904248674711,0.30319789539397995,288161.0,160956.6350116879,0.8315789473684211,0.7869535411063651,0.8546291901773628,0.7251729801483462,0.6546762589928058,0.610738255033557,0.7054263565891473,0.8684807256235828,91,58,383,38,mlp_t1_only_wide,mlp_t1_only_wide,mlp,t1_only,pr_auc,15,4,15,190,2000,2000,15,135
