experiment,model_name,model_type,input_key,selection_metric,inner_selection_metric_mean,inner_selection_metric_std,selected_count,hidden_dims,dropout,lr,weight_decay,hidden_dim,bottleneck_dim
mlp_t1_only_wide,mlp_t1_only_wide,mlp,t1_only,pr_auc,0.602737827167627,0.08276457717331577,15,"(256, 64)",0.5,0.0003,0.0001,,
