experiment,input_key,model_type,n_samples,n_features,effective_n_features,n_cv_fits,device,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,balanced_accuracy_mean,balanced_accuracy_std,recall_sensitivity_mean,recall_sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,precision_mean,precision_std,accuracy_mean,accuracy_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,n_parameters_mean,n_parameters_std,pooled_roc_auc,pooled_pr_auc,pooled_accuracy,pooled_balanced_accuracy,pooled_recall_sensitivity,pooled_specificity,pooled_f1,pooled_precision,pooled_tp,pooled_fp,pooled_tn,pooled_fn
bottleneck_mlp_t0_t1_delta,t0_t1_delta,bottleneck_mlp,190,6000,6000,15,mps,0.7645466155810983,0.13895987048960334,0.6403369940945396,0.1807529326578121,0.7239623243933588,0.11737822894741885,0.6157407407407408,0.1758911132361766,0.8321839080459769,0.11412848025403641,0.5707416059459404,0.1645895368639541,0.554502627002627,0.19468055442319035,0.7824561403508772,0.10687981605431765,8.0,10.941402365066633,0.8439992050329844,0.23192263455700302,385121.0,0.0,0.7755629383536359,0.6115133296546011,0.7824561403508772,0.7223013236302273,0.6124031007751938,0.8321995464852607,0.5602836879432624,0.5163398692810458,79,74,367,50
