accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,precision_mean,precision_std,recall_sensitivity_mean,recall_sensitivity_std,specificity_mean,specificity_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,n_parameters_mean,n_parameters_std,pooled_accuracy,pooled_balanced_accuracy,pooled_roc_auc,pooled_pr_auc,pooled_f1,pooled_precision,pooled_recall_sensitivity,pooled_specificity,pooled_tp,pooled_fp,pooled_tn,pooled_fn,experiment,model_name,model_type,input_key,selection_metric,selected_outer_folds,n_candidates,n_outer_fits,n_samples,n_features,effective_n_features,n_cv_fits,estimated_total_model_fits
0.7717668488160291,0.052480527021430065,0.7526724737251054,0.06272740008034368,0.8254140596245859,0.05708283096302269,0.7787955946568207,0.06734974857562616,0.6814333896062611,0.0841956968285461,0.6978892135776195,0.0783521029707697,0.6818181818181817,0.1308405303870772,0.8235267656320289,0.06730838285193194,8.133333333333333,5.303188618539748,0.6242065290609996,0.09361506615496364,279006.86666666664,141373.19661796204,0.7718715393133998,0.7527764556560368,0.8205246179068169,0.7626457995399274,0.6859756097560976,0.6901840490797546,0.6818181818181818,0.8237347294938918,225,101,472,105,mlp_t1_only_wide,mlp_t1_only_wide,mlp,t1_only,pr_auc,15,4,15,301,2000,2000,15,135
