experiment,input_key,model_type,n_samples,n_features,effective_n_features,n_cv_fits,device,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,balanced_accuracy_mean,balanced_accuracy_std,recall_sensitivity_mean,recall_sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,precision_mean,precision_std,accuracy_mean,accuracy_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,n_parameters_mean,n_parameters_std,pooled_roc_auc,pooled_pr_auc,pooled_accuracy,pooled_balanced_accuracy,pooled_recall_sensitivity,pooled_specificity,pooled_f1,pooled_precision,pooled_tp,pooled_fp,pooled_tn,pooled_fn
mlp_t1_only,t1_only,mlp,190,2000,2000,15,mps,0.8650383141762453,0.10806977518018097,0.7701696876672325,0.15720427359672953,0.7737515964240101,0.10799490980317462,0.6546296296296297,0.13897484112883252,0.8928735632183907,0.1136704651712438,0.6647275855715754,0.15698231028153772,0.7041798941798942,0.21903518538002592,0.8385964912280703,0.10660176432020216,17.733333333333334,28.011392240267085,0.6722226065893968,0.3167010266938351,528769.0,0.0,0.8686037722582574,0.7548792222673325,0.8385964912280702,0.7722934134894268,0.6511627906976745,0.8934240362811792,0.6461538461538462,0.6412213740458015,84,47,394,45
