experiment,input_key,model_type,preset,n_samples,n_features,effective_n_features,n_cv_fits,device,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,precision_mean,precision_std,recall_sensitivity_mean,recall_sensitivity_std,specificity_mean,specificity_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,n_parameters_mean,n_parameters_std,pooled_accuracy,pooled_balanced_accuracy,pooled_roc_auc,pooled_pr_auc,pooled_f1,pooled_precision,pooled_recall_sensitivity,pooled_specificity,pooled_tp,pooled_fp,pooled_tn,pooled_fn
bottleneck_mlp_t0_t1_delta,t0_t1_delta,bottleneck_mlp,full,301,6000,6000,15,mps,0.7108014571949,0.059186719930704866,0.6975442685969001,0.06861579306297626,0.7586880955302007,0.07755887858295633,0.682983545096923,0.08450172367584258,0.6168676918638111,0.09035474285825078,0.598001784227179,0.07585457031462228,0.6484848484848484,0.1368677550380147,0.7466036887089518,0.07572224119385358,5.666666666666667,4.353433237386437,0.7485197861989339,0.10544862300318165,385121.0,0.0,0.7109634551495017,0.697715373631604,0.7663282035009784,0.6752404280287402,0.6211901306240929,0.596100278551532,0.6484848484848484,0.7469458987783595,214,145,428,116
