preset,experiment,input_key,model_type,dropout,batch_size,max_epochs,patience,lr,weight_decay,val_size,hidden_dims,hidden_dim,bottleneck_dim,embed_dim,conv_channels
full,bottleneck_mlp_t0_t1_delta,t0_t1_delta,bottleneck_mlp,0.4,,,,,,,,64,16,,
