experiment,input_key,model_type,preset,n_samples,n_features,effective_n_features,n_cv_fits,device,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,balanced_accuracy_mean,balanced_accuracy_std,recall_sensitivity_mean,recall_sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,precision_mean,precision_std,accuracy_mean,accuracy_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,n_parameters_mean,n_parameters_std,pooled_roc_auc,pooled_pr_auc,pooled_accuracy,pooled_balanced_accuracy,pooled_recall_sensitivity,pooled_specificity,pooled_f1,pooled_precision,pooled_tp,pooled_fp,pooled_tn,pooled_fn
bottleneck_mlp_t1_only_narrow,t1_only,bottleneck_mlp,tuned_small,190,2000,2000,15,mps,0.8610504469987227,0.102058406875219,0.7611252599981323,0.146311842922408,0.7713856960408684,0.09440438055349855,0.6907407407407409,0.17183349199499326,0.8520306513409962,0.0988128261320749,0.6350559102733015,0.13446601670612768,0.6131092654622067,0.17065388843932022,0.8157894736842105,0.08262128186404478,31.133333333333333,46.71167897197608,0.7138728772600492,0.28014932906949636,260289.0,0.0,0.8557541879801015,0.7138423861623343,0.8157894736842105,0.771265095185361,0.689922480620155,0.8526077097505669,0.6289752650176679,0.577922077922078,89,65,376,40
