experiment,input_key,model_type,preset,n_samples,n_features,effective_n_features,n_cv_fits,device,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,balanced_accuracy_mean,balanced_accuracy_std,recall_sensitivity_mean,recall_sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,precision_mean,precision_std,accuracy_mean,accuracy_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,n_parameters_mean,n_parameters_std,pooled_roc_auc,pooled_pr_auc,pooled_accuracy,pooled_balanced_accuracy,pooled_recall_sensitivity,pooled_specificity,pooled_f1,pooled_precision,pooled_tp,pooled_fp,pooled_tn,pooled_fn
mlp_t1_only_narrow,t1_only,mlp,tuned_small,190,2000,2000,15,mps,0.8631928480204343,0.09643835672744015,0.7519744729956808,0.1542071884200693,0.7885536398467432,0.1141167512451631,0.7138888888888889,0.18054029239516176,0.8632183908045976,0.09982526303433942,0.6642147034252299,0.15852072457058364,0.6523892773892772,0.20875887136382623,0.8298245614035089,0.09738704692134176,24.066666666666666,40.59286824530822,0.7176412959893544,0.2641352249909216,528769.0,0.0,0.8571428571428571,0.7333090653922814,0.8298245614035088,0.788561936402468,0.7131782945736435,0.8639455782312925,0.6548042704626335,0.6052631578947368,92,60,381,37
