experiment,input_key,model_type,accuracy,balanced_accuracy,roc_auc,pr_auc,f1,precision,recall_sensitivity,specificity,tp,fp,tn,fn,fold,best_epoch,best_val_loss,n_parameters
mlp_t1_only_narrow,t1_only,mlp,0.8421052631578947,0.7625,0.8666666666666667,0.7561458333333333,0.625,0.625,0.625,0.9,5,3,27,3,1,8,0.805789053440094,528769
mlp_t1_only_narrow,t1_only,mlp,0.8947368421052632,0.7958333333333334,0.9166666666666667,0.8170454545454546,0.7142857142857143,0.8333333333333334,0.625,0.9666666666666667,5,1,29,3,2,36,0.33674687147140503,528769
mlp_t1_only_narrow,t1_only,mlp,0.868421052631579,0.8754789272030651,0.946360153256705,0.8781144781144783,0.7619047619047619,0.6666666666666666,0.8888888888888888,0.8620689655172413,8,4,25,1,3,5,0.8996610641479492,528769
mlp_t1_only_narrow,t1_only,mlp,0.8421052631578947,0.8199233716475096,0.8505747126436781,0.7441807097721076,0.7,0.6363636363636364,0.7777777777777778,0.8620689655172413,7,4,25,2,4,6,0.8963384628295898,528769
mlp_t1_only_narrow,t1_only,mlp,0.7631578947368421,0.7298850574712643,0.7854406130268199,0.589328771586836,0.5714285714285714,0.5,0.6666666666666666,0.7931034482758621,6,6,23,3,5,6,0.8281863331794739,528769
mlp_t1_only_narrow,t1_only,mlp,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,0,30,0,6,55,0.4071183204650879,528769
mlp_t1_only_narrow,t1_only,mlp,0.8947368421052632,0.75,0.9333333333333333,0.8683035714285714,0.6666666666666666,1.0,0.5,1.0,4,0,30,4,7,157,0.12136238813400269,528769
mlp_t1_only_narrow,t1_only,mlp,0.631578947368421,0.6053639846743295,0.6551724137931034,0.47046974735313224,0.4166666666666667,0.3333333333333333,0.5555555555555556,0.6551724137931034,5,10,19,4,8,4,0.8873600959777832,528769
mlp_t1_only_narrow,t1_only,mlp,0.6578947368421053,0.5842911877394636,0.7432950191570882,0.6019962698884267,0.38095238095238093,0.3333333333333333,0.4444444444444444,0.7241379310344828,4,8,21,5,9,4,0.9738881587982178,528769
mlp_t1_only_narrow,t1_only,mlp,0.868421052631579,0.7605363984674329,0.8505747126436782,0.7444680767261413,0.6666666666666666,0.8333333333333334,0.5555555555555556,0.9655172413793104,5,1,28,4,10,49,0.4030563533306122,528769
mlp_t1_only_narrow,t1_only,mlp,0.7631578947368421,0.7125,0.75,0.4876165501165501,0.5263157894736842,0.45454545454545453,0.625,0.8,5,6,24,3,11,6,0.8523067235946655,528769
mlp_t1_only_narrow,t1_only,mlp,0.868421052631579,0.9166666666666667,0.9333333333333333,0.7974587912087913,0.7619047619047619,0.6153846153846154,1.0,0.8333333333333334,8,5,25,0,12,7,0.7249861359596252,528769
mlp_t1_only_narrow,t1_only,mlp,0.7631578947368421,0.7298850574712643,0.8314176245210728,0.7526395173453997,0.5714285714285714,0.5,0.6666666666666666,0.7931034482758621,6,6,23,3,13,6,0.8203536868095398,528769
mlp_t1_only_narrow,t1_only,mlp,0.8947368421052632,0.89272030651341,0.9157088122605364,0.8580214846881515,0.8,0.7272727272727273,0.8888888888888888,0.896551724137931,8,3,26,1,14,6,0.8636905550956726,528769
mlp_t1_only_narrow,t1_only,mlp,0.8947368421052632,0.89272030651341,0.9693486590038314,0.9138278388278389,0.8,0.7272727272727273,0.8888888888888888,0.896551724137931,8,3,26,1,15,6,0.9437752366065979,528769
