experiment,input_key,model_type,preset,n_samples,n_features,effective_n_features,n_cv_fits,device,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,balanced_accuracy_mean,balanced_accuracy_std,recall_sensitivity_mean,recall_sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,precision_mean,precision_std,accuracy_mean,accuracy_std,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,n_parameters_mean,n_parameters_std,pooled_roc_auc,pooled_pr_auc,pooled_accuracy,pooled_balanced_accuracy,pooled_recall_sensitivity,pooled_specificity,pooled_f1,pooled_precision,pooled_tp,pooled_fp,pooled_tn,pooled_fn
siamese_mlp_t0_t1_small,t0_t1_pair,siamese_mlp,tuned_small,190,4000,2000,15,mps,0.7566379310344828,0.19199774964716806,0.6343143728005902,0.23361802519937147,0.7200542784163475,0.1479925105546877,0.6379629629629628,0.21268385206419735,0.8021455938697319,0.21998075913937196,0.5691142455577087,0.19377823318298845,0.551395042865631,0.19748925409811996,0.7649122807017542,0.17212407828296208,8.6,9.217994823790509,0.8448321292797725,0.24443715117701464,133329.0,0.0,0.795478915080244,0.612485252973122,0.7649122807017544,0.7191900015820282,0.6356589147286822,0.8027210884353742,0.5503355704697986,0.48520710059171596,82,87,354,47
